Operation Name,Operation Type,Address,City,Total Floor Area,Avg hrs per wk,Annual Flow,Electricity,Natural Gas,GHG Emissions,Energy Intensity
Birchmount Stadium,Other,85 Birchmount Rd,Toronto,0,100,0,151718.4244,0,"6,676",
Birkdale C.C,Community centres,1299 Ellesmere Rd,Toronto,11733,100,0,255187.053,8083.571898,"26,506",29
Black Creek,Public libraries,1700 Wilson Ave,Toronto,7093,70,0,70053.09236,2597.412903,"7,991",13.7
Blantyre Pool,Other,180 Fallingbrook Rd,Toronto,1819,100,0,65502.85211,6442,"15,058",73.4
Bloor Gladstone,Public libraries,1101 Bloor St. W.,Toronto,20627,70,0,329959.1265,35889.87679,"82,350",34.4
Bloor Islington Storm Pumping Station,Other,3429 Bloor St W,Etobicoke,355,168,17.44382188,27513.83418,0,"1,211",77.5
Bloordale Park,Other,20 Toledo Rd,Toronto,0,100,0,78789.6372,0,"3,467",
BlueGold Variation,Street lighting,2 Windermere Ave,Toronto,0,100,0,8269.899651,0,364,
Bluehaven Park,Other,19 BLUEHAVEN CRES,North York,0,100,0,22699.67217,0,999,
Bluffers Park,Other,Bluffers Park,Toronto,5253,100,0,2797152.407,0,"123,075",532.5
Bocci Club,Indoor recreational facilities,6 Thora Ave @Danforth & Victoria,Toronto,4004,100,0,1804.053219,194.186484,446,1
Bond Park Baseball,Other,70 Bond Ave,Toronto,1625,100,0,555594.9738,0,"24,446",341.9
Borough of North York Park,Other,30 Elkhorn Dr.,Toronto,0,100,0,36879.03375,1886.882827,"5,189",
Botanyhill Park,Other,281 Orton Park Rd,Toronto,0,100,0,5517.705262,0,243,
Brentwood,Public libraries,36 Brentwood Rd N,Toronto,13616,70,0,276524.5923,5875.233333,"23,271",24.9
Briar Crest Park,Other,75 Wellesworth Dr,Toronto,0,100,0,4671.331603,0,206,
Bridlewood Park,Other,445 Huntingwood Dr,Toronto,2433,100,0,9711.936,0,427,4
Brimley Parks Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",451 Brimley Rd,Toronto,2809,70,0,28336.16008,5204.910802,"11,084",29.6
Broadlands R.C & A.I.R,Indoor recreational facilities,19 Castlegrove Blvd,Toronto,10667,100,0,383791.9583,17668.51181,"50,280",53.5
Brock West Landfill,Other,2357 Meriadoc Dr,Pickering,10764,70,0,179427.8852,0,"7,895",16.7
Brookbanks,Public libraries,210 Brookbanks Dr,Toronto,7933,70,0,107693.7392,10294.77739,"24,196",27.3
Brookdale Park,Other,435 Brookdale Ave,Toronto,0,100,0,488.026617,0,21,
Brule Gardens Sewage Pumping Station,Facilities related to the pumping of sewage,0 Brule Gd,Toronto,151,168,39.53428578,10493.27024,0,462,69.5
Burrows Hall Community Complex,Community centres,1081 Progress Ave,Toronto,43185,100,0,839259.8185,62874.59226,"155,760",34.8
Burrows Hall Park,Other,161 Burrows Hall Blvd,Scarborough,0,100,0,10903.86326,0,480,
Bus Shelters,Other,Various Locations,Toronto,0,168,0,520592.6047,0,"22,906",
Buttonwood Rink,Other,30 Mulham Pl,Toronto,0,100,0,187898.3736,0,"8,268",
Caledonia Park Baseball,Other,1139 Caledonia Rd,Toronto,1765,100,0,30166.17827,0,"1,327",17.1
Caledonia Rd Serv Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1141 Caledonia Rd,Toronto,1981,70,0,55028.64607,0,"2,421",27.8
Campbell Ave Playground,Other,225 Campbell Av,Toronto,1453,100,0,201188.979,0,"8,852",138.5
Campbell House,Cultural facilities,3620 Kingston Rd,Toronto,3595,100,0,26967.97562,0,"1,187",7.5
Canoe Landing Park,Other,95 Fort York Blvd,Toronto,0,100,0,44420.25333,0,"1,954",
Car Park,Parking garages,12 Harlandale Ave,Toronto,0,168,0,8363.227196,0,368,
Carefree Lodge,Long-term care,306 Finch Ave.E.,Toronto,67490,168,0,1264328.33,117370.56,"277,461",37.1
Carlton Park,Other,60 Edith Ave,Toronto,506,100,0,7291.422812,0,321,14.4
Carmine Stefano Community Ctr,Community centres,3100 Weston Rd,Toronto,57867,100,0,243910.1565,93378.57066,"187,218",21.3
Carr St Parkette,Other,2 Carr St,Toronto,194,100,0,6.2256,0,0,0
Casa Loma,Cultural facilities,330 Walmer Rd,Toronto,121374,100,0,1108712.087,17108.28937,"81,118",10.6
Cassandra Park,Other,240 Cassandra Blvd,Toronto,861,100,0,167294.2882,0,"7,361",194.3
Cassels Ave Playground,Other,69 Cassels Ave,Toronto,183,100,0,1370.875475,0,60,7.5
Castlefield Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1401 Castlefield Ave Yard,Toronto,36447,70,0,318563.7634,50839.9925,"110,104",23.5
Castleview Wychwood Towers,Long-term care,351 Christie St,Toronto,294447,168,0,5395088.028,335473.2239,"871,428",30.4
Cathedral Square Park,Other,78 Mutual St,Toronto,0,100,0,7217.657158,0,318,
Cawthra Playground,Other,353 Albany Av Park,Toronto,183,100,0,28.425801,0,1,0.2
Cecil Community Ctr,Community centres,58 Cecil St,Toronto,5769,100,0,79810.50357,0,"3,512",13.8
Cedar Brook C.C,Community centres,91 Eastpark Blvd,Toronto,14951,100,0,161550.1342,6592.929554,"19,569",15.5
Cedar Ridge Creative Centre,Cultural facilities,225 Confederation Dr,Toronto,13110,100,0,144548.285,18220.19662,"40,796",25.7
Cedarbrae,Public libraries,545 Markham Rd,Toronto,31506,70,0,558661.6268,23585.5259,"69,158",25.6
Cedarvale Park,Other,211 Ava Rd,Toronto,0,100,0,1.862576,0,0,
Centennial,Public libraries,578 Finch Ave W,Toronto,6867,70,0,103437.4774,6503.293776,"16,842",25.1
Centennial Greenhouse,Other,149-151 Elmcrest Rd,Toronto,29170,168,0,275015.2098,214591.3592,"417,678",87.1
Centennial Park,Other,56 Centennial Park Blvd,Toronto,0,168,0,132035.4493,0,"5,810",
Centennial Pk Svc Bldg,"Storage facilities where equipment or vehicles are maintained, repaired or stored",149 Elmcrest Rd,Toronto,1023,70,0,60845.17955,9675.259816,"20,963",159.3
Centennial R.C (Ice Galaxy),Indoor recreational facilities,1967 Ellesmere Rd,Toronto,102376,100,0,0,252003.7222,"586,100",50.4
Centennial Ski Chalet,Other,256 Centennial Pk Rd,Toronto,7621,100,0,196186.8381,0,"8,632",25.7
Centennial Ski Hill,Other,206 Centennial Pk Rd,Toronto,0,100,0,225366.72,0,"9,916",
Central Arena,Indoor sports arenas,50 Montgomery Rd,Toronto,32001,100,0,1432823.677,180726.2513,"404,617",104.4
Central Equipment Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1026 Finch Ave. W,Toronto,148198,70,0,1319169.101,349438.5317,"718,482",33.8
Central Services Office,"Administrative offices and related facilities, including municipal council chambers",329 Chaplin Cres.,Toronto,18299,70,0,186209.265,19636.1016,"45,305",21.5
Central Water Services,"Storage facilities where equipment or vehicles are maintained, repaired or stored",545 Commissioners St.,Toronto,32679,70,0,1086501.976,29508.55123,"103,577",42.8
Centre Island Buildings,Other,0 Centre Isld,Toronto,11926,100,0,389292.4037,0,"17,129",32.6
Centre Island Police Division,Police stations and associated offices and facilities,0 Centre Isl Unit Pl Stn,Toronto,1001,168,0,20738.56961,0,912,20.7
Chapley C.C / Wilmington Park,Community centres,205 Wilmington Ave.,Toronto,6997,100,0,366189.9809,15102.84377,"44,657",75.1
Chaplin Parkette,Other,43 Chaplin Cr Opp,Toronto,0,100,0,17281.06579,0,760,
Charlotte Maher Park,Other,2A Mcbain Ave,Toronto,0,100,0,115.565636,0,5,
Charlottetown Park,Other,71 Charlottetown Blvd,Toronto,0,100,0,2004.6432,0,88,
Chelsea Avenue Playground,Other,103 Chelsea Ave,Toronto,0,100,0,0,0,0,
Cherry Beach Life Stn,Police stations and associated offices and facilities,0 Cherry St,Toronto,680,168,0,17428.41323,0,767,25.6
Chris Tonks Arena,Indoor sports arenas,2801 Eglinton Ave,Toronto,23638,100,0,433251.0722,113287.8123,"233,177",68.9
Christie Pits,Other,750 Bloor St W,Toronto,29536,100,0,24651.70261,8432.040757,"17,021",3.8
Church Isabella Resident Coop,Social housing,56 Wellesley St E,Toronto,19106,168,0,913.915308,0,40,0
City Clerk's Office,"Administrative offices and related facilities, including municipal council chambers",88 Sunrise Ave,Toronto,34843,70,0,740029.8945,49137.76175,"125,432",36.1
City Hall,"Administrative offices and related facilities, including municipal council chambers",100 Queen St W,Toronto,780061,70,0,13918639.1,0,"2,262,520",37.4
City Hall Eternal Flame,Other,100 Queen St W,Toronto,0,168,0,0,8018,"15,154",
City Hall Nathan Phillips Sqr,Other,110 Queen Street West,Toronto,3606,100,0,675029.3939,0,"155,283",351.9
City Kids Childcare Centre,Other,34 Bathurst,Toronto,8460,100,0,67565.53823,7715.075993,"17,554",17.6
Civic Garden Centre,Cultural facilities,755 Lawrence Ave.E.,Toronto,36953,100,0,388473.1465,41285.40417,"95,122",22.3
Clanton Park Baseball,Other,15 Clanton Park Rd,Toronto,3025,100,0,38228.54916,0,"1,682",12.6
Clarence Square,Other,25 Clarence Sq,Toronto,0,100,0,3790.249189,0,167,
Cliffcrest,Public libraries,3017 Kingston Rd,Toronto,4898,70,0,76991.30717,9255.435484,"20,880",35.7
Cliffcrest Employment Services,"Administrative offices and related facilities, including municipal council chambers",2989 Kingston Rd,Toronto,8530,70,0,94561.37054,0,"4,161",11.1
Close Avenue Parkette,Other,50 Close Ave,Toronto,0,100,0,13708.77021,0,603,
Cloud Gardens,Other,14 Temperance St.,Toronto,6243,168,0,65619.02267,0,"47,121",44
Cloverdale Park,Other,85 Shaver Ave S,Toronto,0,100,0,4915.406329,0,216,
Clydesdale Park Tennis,Other,116 Clydesdale Dr,Toronto,2185,100,0,59895.90442,0,"2,635",27.4
Colborne Lodge,Cultural facilities,1 Colborne Lodge Dr,Toronto,7050,100,0,151258.4504,11302.03499,"28,016",38.4
Coleman Park,Other,19 Coleman Ave,Toronto,226,100,0,3250.441694,0,143,14.4
College Park,Other,484 Yonge St,Toronto,0,100,0,3655.669379,0,161,
College Shaw,Public libraries,766 College St.,Toronto,7685,70,0,83365.92318,7885.120347,"18,571",21.7
College Street Park,Other,0 College St Opp T53,Toronto,0,100,0,1827.834139,0,80,
Colonel Danforth Park,Other,1 Highland Creek Dr,Toronto,2723,100,0,7482.762424,0,329,2.7
Colonel Samuel Smith Park,Other,3175 Lake Shore Blvd W.,Toronto,0,100,0,50597.83911,34267.74554,"66,992",
Columbus Parkette,Other,1981 Dundas St W,Toronto,226,100,0,4604.664637,0,203,20.4
Commander Park C.C,Community centres,140 Commander Blvd,Toronto,56317,100,0,1158516.395,51058.2399,"147,475",30.1
Commissioners St Transfer Stn,Other,400 Commissioners St.,Toronto,76424,70,0,706780.7713,69776.25888,"162,975",18.9
Community Centre 55,Community centres,97 Main St,Toronto,8999,100,0,67296.70286,0,"2,961",7.5
Connorvale Park,Other,250 Valermo Dr,Toronto,0,100,0,40245.49161,0,"1,771",
Consolidated Communication Ctr,"Administrative offices and related facilities, including municipal council chambers",703 Don Mills Rd,Toronto,132999,70,0,7745496.193,237831.9168,"790,304",77.1
Coronation Park,Other,663 Lake Shore Blvd. W,Toronto,8105,100,0,255282.4096,0,"11,232",31.5
Corvette Park,Other,40 Corvette Ave,Toronto,0,100,0,27.404847,0,1,
Cosburn Ave Unit Haldo,Other,530 Cosburn Ave,Toronto,0,100,0,55499.12586,0,"2,442",
Cosburn Park,Other,523 Cosburn Ave,Toronto,0,100,0,20588.10396,0,906,
Craigleigh Gardens,Other,149 South Dr,Toronto,0,100,0,22109.09402,0,973,
Cresthaven Park Tennis,Other,47 Cresthaven Dr,Toronto,1916,100,0,67072.38352,0,"2,951",35
Crossways Employment Services,"Administrative offices and related facilities, including municipal council chambers",2340 Dundas St W,Toronto,18277,70,0,891013.5967,42758.1051,"120,017",73.4
Cumber Sewage Pumping Station,Facilities related to the pumping of sewage,5316 Lawrence Ave E,Toronto,635,168,1594.064139,354921.2939,0,"15,617",558.9
Cumberland St Parkette,Other,115 Cumberland St,Toronto,0,100,0,106777.5982,0,"4,698",
Cummer Arena,Indoor sports arenas,6000 Leslie St,Toronto,34348,100,0,1466286.705,190367.9369,"424,312",101.2
Cummer Lodge,Long-term care,205 Cummer Ave,Toronto,243200,168,0,4714181.938,630255.3467,"1,398,607",46.7
Curran Hall C.C,Community centres,277 Orton Park Rd,Toronto,2508,100,0,40895.93099,4924.954459,"11,108",37
Dallington Park 32 Glentworth,Other,Dallington Park 32 Glentworth,North York,0,100,0,2389.507351,0,105,
Danforth Avenue Parkettle,Other,1549 Danforth Ave,Toronto,0,100,0,2714.026062,0,119,
Danforth Childcare Centre,Other,1125 Danforth Ave,Toronto,6351,100,0,141072.5351,8245.943039,"21,792",35.9
Danforth Coxwell,Public libraries,1675 Danforth Ave.,Toronto,9612,70,0,105139.0449,8744.895833,"21,154",20.5
Davenport,Public libraries,1246 Shaw St.,Toronto,3606,100,0,72515.56581,0,"3,191",20.1
Davenport C.C,Community centres,1347 Davenport Rd,Toronto,2282,100,0,6816.025903,5118.678432,"9,974",26.7
David A. Balfour Park,Other,75 Rosehill  Ave,Toronto,0,100,0,16376.01122,3654.881456,"7,628",
David Appleton Community Centre,Community centres,33A Pritchard Ave,Toronto,2906,100,0,60403.14307,6970.865068,"15,833",46.1
David Crombie Park,Other,131 The Esplanade,Toronto,0,168,0,3075.067809,0,135,
Davisville Childcare Centre,Other,41 Millwood Rd,Toronto,3595,100,0,25975.98674,0,"1,143",7.2
Davisville Park/Tennis,Indoor recreational facilities,218 Davisville Ave,Toronto,2777,100,0,39891.76689,6022.105151,"13,137",37.3
Dawes Crossing,Cultural facilities,1052 Victoria Park,Toronto,0,168,0,889.804885,0,39,
Dawes Road,Public libraries,416 Dawes Rd,Toronto,6501,70,0,137346.8245,0,"6,043",21.1
De Grassi St Park,Other,121 De Grassi St,Toronto,0,100,0,1370.873771,0,60,
Dee Avenue Lab,Other,30 Dee Ave.,Toronto,14994,70,0,1205959.222,55832.63226,"158,586",119.7
Deer Park,Public libraries,40 St. Clair Ave. E.,Toronto,16576,70,0,363402.9034,27526.70926,"68,015",39.5
Dell Park,Other,50 Dell Park Ave,Toronto,0,100,0,2798.04107,0,123,
Dentonia Park Ave Unit F,Other,80 Thyra Ave,Toronto,0,100,0,5854.223061,0,258,
Dentonia Park Clubhouse,Other,80 Thyra Ave,Toronto,3165,100,0,16693.60949,2340.966552,"5,159",13.1
Dentonia Park Golf Course,Other,781 Victoria Park Ave.,Toronto,9214,100,0,72650.34185,33049.74606,"65,661",45.8
Derrydowns Park,Other,1705 Finch Ave.W.,Toronto,743,100,0,6930.578493,0,305,9.3
Detective Services Building,Police stations and associated offices and facilities,160-180 Duncan Mill Rd,Toronto,24000,168,0,404309.8378,16926.02411,"49,780",24.3
Dieppe Park Baseball Clubhouse,Other,455 Cosburn Ave,Toronto,2508,100,0,4731.456,4427.747,"8,577",20.5
Dieppe Park Ice Rink,Other,355 Cosburn Ave,Toronto,3498,100,0,473995.3431,10663.63099,"41,010",167.7
Disco Road Transfer Station,Other,120 Disco Rd,Toronto,57049,70,0,7738345.691,16756.29446,"372,157",138.7
Disco Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",150 Disco Rd,Toronto,131976,70,0,890838.3338,167216.2893,"355,236",20.1
Dixon Rink,Other,350 Dixon Rd,Toronto,0,100,0,8544.595305,0,376,
Don MilIs Arena,Indoor sports arenas,1030 Don Mills Rd,Toronto,27857,100,0,502621.8067,77581.90979,"168,745",47.4
Don Mills,Public libraries,888 Lawrence Ave E,Toronto,21560,70,0,395780.7128,32251.2752,"78,369",34.1
Don Montgomery,Community centres,2467 Eglinton Ave E,Toronto,89125,100,0,1867764.735,130336.3072,"328,517",36.4
Don Valley Brickwork,Cultural facilities,550 Bayview Ave,Toronto,19407,100,0,185586.2855,20232.60613,"46,405",20.6
Don Valley Gc Service Bldg,Other,4070 Yonge St,Toronto,3574,100,0,34371.20164,10327.80964,"21,032",40.1
Don Valley Golf Course,Other,4200 Yonge St.,Toronto,8245,100,0,93612.08496,22884.33515,"47,370",40.7
Don Valley Parks,Other,Don Mills/Don Valley Parkway,Toronto,2906,100,0,913.914612,0,40,0.3
Don Valley Parkway,Street lighting,21 Don Valley Parkway,Toronto,0,70,0,2774997.086,0,"122,100",
Donald Summerville Olympic Pool,Other,1867 Lake Shore Blvd E,Toronto,27050,100,0,386281.5883,59346.63636,"129,162",37.4
Donlands Landfill,Other,485 Donlands Ave,Toronto,603,70,0,40602.26694,0,"1,786",67.3
Douglas Snow Aquatic Center,Indoor swimming pools,5100 Yonge St,Toronto,40666,100,0,853155.7845,207745.8958,"430,179",74.9
Dovercourt B&G Club,Indoor recreational facilities,155 Bartlett Ave,Toronto,23971,100,0,219986.1503,0,"9,679",9.2
Downsview,Public libraries,2793 Keele St,Toronto,20021,70,0,295248.4775,16114.154,"43,447",23.2
Downsview Arena,Indoor sports arenas,1633 Wilson Ave,Toronto,34218,100,0,732214.9858,71010.45,"166,427",43.3
Downsview Dell,Social housing,1651 Sheppard Ave W,Toronto,5199,168,0,129474.9863,0,"5,697",24.9
Downsview Dells,Other,1701 Sheppard Ave.W.,Toronto,1270,100,0,17312.89876,0,762,13.6
Driftwood C.C,Community centres,4401 Jane St.,Toronto,25015,100,0,327160.0711,39378.57261,"88,821",29.7
Dufferin Grove Park,Other,875 Dufferin St,Toronto,4682,100,0,392502.2528,18760.38941,"52,727",126.1
Dufferin King Park,Other,256 Dufferin St,Toronto,0,100,0,6880.664839,0,303,
Dufferin Maintenance Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",75 Vanley Cres.,Toronto,31667,70,0,320034.5374,28306.1723,"67,580",19.5
Dufferin Reservoir,Other,Dufferin Reservoir,Maple,635,168,0,114646.1749,0,"5,044",180.5
Dufferin St Clair,Public libraries,1625 Dufferin St.,Toronto,11208,70,0,130917.4153,13868.63188,"31,972",24.7
Dufferin Transfer Station,Other,35 Vanley Cres,Toronto,120663,70,0,1933226.425,75367.60155,"227,507",22.6
Duncan Creek,Other,115 Aspenwood Dr,Toronto,0,100,0,10554.6271,0,464,
Dundas St Clarens Parkette,Other,110 St Clarens Av Rr,Toronto,0,100,0,911.209268,0,40,
Dundas St Parkette,Other,158 Boulton Ave,Toronto,0,100,0,2741.750637,0,121,
Dunlace Park Tennis,Other,26 Dunlace Dr,Toronto,646,100,0,18037.89399,0,794,27.9
Dunn Avenue Parkette,Other,245 Dunn Ave,Toronto,0,168,0,1824.301665,0,80,
E.T. Seton Park,Other,90 Overlea Blvd,Toronto,0,100,0,10172.93631,0,448,
Earl Bales C.C & Senior,Community centres,4169 Bathurst St,Toronto,21657,100,0,357742.9325,41558.16749,"94,286",36.8
Earl Bales Park,Community centres,4175 Bathurst St.,Toronto,10409,100,0,267830.1773,0,"11,785",25.7
Earl Bales Ski Tow,Other,4169 Bathurst St,Toronto,0,100,0,463255.3947,0,"20,383",
Earls Bales Park Flame,Other,4169 Bathurst St /Flame,Toronto,0,100,0,0,15094,"28,528",
Earlscourt Park,Other,1200 Landsdowne Ave,Toronto,9515,100,0,201461.9817,423.516129,"9,665",21.6
East Court & Municipal Services,"Administrative offices and related facilities, including municipal council chambers",1530 Markham Rd,Toronto,120104,70,0,2016509.38,109961.925,"296,554",26.5
East Don Parkland,Other,1238 Sheppard Ave.E.,Toronto,1141,100,0,23344.64165,0,"1,027",20.5
East Lynn Park,Other,95 West Lynn Ave,Toronto,0,100,0,4318.299771,0,190,
East Point Park,Other,101 Copperfield Rd,Toronto,6523,100,0,162265.1654,7033.575842,"20,433",36.3
East Scar Boys/Girls Club,Community centres,100 Galloway Rd,Toronto,13972,100,0,329129.3948,36270.98872,"83,034",51
East Service Building,Public libraries,1076 Ellesmere Rd,Toronto,60040,70,0,560583.0992,68024.10996,"153,231",21.3
East Toronto Athletic Fieldhouse,Other,177 Main St,Toronto,538,100,0,10446.00273,0,460,19.4
East York Arena,Indoor sports arenas,888 Cosburn Ave,Toronto,30257,100,0,825053.8832,70126.76305,"168,842",51.7
East York Civic Centre,"Administrative offices and related facilities, including municipal council chambers",850 Coxwell Ave,Toronto,67544,70,0,1626772.647,91637.11144,"244,772",38.4
East York Clubhouse,Indoor recreational facilities,323-525 Cosburn Ave,Toronto,1001,100,0,14025.47463,2436.332661,"5,222",39.7
East York Community Centre,Community centres,1081A Pape Ave,Toronto,31000,100,0,474514.106,127976.4806,"262,754",58.9
East York Curling Club House,Indoor recreational facilities,901 Cosburn Ave,Toronto,17868,100,0,373908.5297,43770.33563,"99,178",46.8
Eastern & Booth Blocks,"Storage facilities where equipment or vehicles are maintained, repaired or stored",433 Eastern Ave,Toronto,236645,70,0,2996248.349,440694.8,"964,748",32.3
Eastern Ave Yard / Office,"Storage facilities where equipment or vehicles are maintained, repaired or stored",843 Eastern Ave,Toronto,84701,70,0,1099943.7,414314.5077,"831,452",64.6
Eastern Ave Yard / Shop,"Storage facilities where equipment or vehicles are maintained, repaired or stored",875 Eastern Ave,Toronto,9698,70,0,98311.36206,15659.86912,"33,923",27.2
Eastern District Office,"Administrative offices and related facilities, including municipal council chambers",1 Eastville Ave.,Toronto,19849,70,0,100087.8062,31975.05005,"64,837",22
Eastview Neighbourhood Comm Ctr,Community centres,86 Blake St,Toronto,25510,100,0,357995.8038,38051.6738,"87,669",29.8
Eatonville,Public libraries,430 Burnhamthorpe Rd,Toronto,12217,70,0,189568.2256,15035.06688,"36,757",28.5
Economic Development,Other,City Hall,Toronto,0,168,0,494358.4594,0,"21,752",
Edenbridge Centre,Cultural facilities,235A Edenbridge Dr,Toronto,5013,100,0,11546.4128,0,508,2.3
Edenbridge Sewage Blower,Other,261 Edenbridge Dr,Toronto,0,168,0,11636.3144,0,512,
Edithvale C.C,Community centres,7 Edithvale Dr,Toronto,24725,100,0,755563.6939,36429.91177,"102,097",46.1
Edwards Gardens,Cultural facilities,755 Lawrence Ave.E.,Toronto,10021,100,0,72879.65352,42421.12246,"83,383",52
Eglinton Ave E,Other,660 Eglinton Ave E,East York,0,100,0,28046.5355,0,"1,234",
Eglinton Ave W,Parking garages,Eglinton Ave W,Toronto,0,168,0,2016.942277,0,89,
Eglinton Flats Service Bldg,"Storage facilities where equipment or vehicles are maintained, repaired or stored",101 Emmett Ave,Toronto,5705,70,0,91547.71337,10873.56774,"24,579",36.2
Eglinton Flats Sport Pavilions,Other,3601 Eglinton Ave. W.,Toronto,5683,100,0,707970.2895,10645.57198,"51,271",144.4
Eglinton Pumping Station,Facilities related to the pumping of water,885 Pharmacy Ave.,Toronto,10075,168,30709.854,5295759.353,0,"233,013",525.6
Eglinton Square,Public libraries,1 Eglinton Square,Toronto,4715,70,0,51816.10716,0,"2,280",11
Eglinton-Bellamy Storm Pumping Station,Other,3034 Eglinton Ave E,Scarborough,441,168,43.56,45932.41198,0,"2,021",104.2
Eglinton-Venn Parkette,Other,2475 EGLINTON AVE W,TORONTO,0,100,0,0,0,0,
Election Services Building,"Administrative offices and related facilities, including municipal council chambers",89 Northline Road,Toronto,55004,70,0,354372.728,69814.9674,"147,543",19.8
Elizabeth Simcoe Park,Other,180 Sylvan Ave,Toronto,0,100,0,15084.65321,0,664,
Ellerslie Park,Other,499 Ellerslie Ave,Toronto,0,100,0,5462.629063,0,240,
Ellesmere C.C,Community centres,20 Canadian Rd,Toronto,24402,100,0,232134.9376,31185.1557,"69,154",23
Ellesmere Pumping Station,Facilities related to the pumping of water,2950 Ellesmere Rd,Toronto,6243,168,103876.2,26834238.31,0,"1,180,706","4,298.30"
Ellesmere Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1050 Ellesmere Rd,Toronto,138069,70,0,1569573.171,203608.313,"453,881",26.9
Ellis Ave Sewage Pumping Station,Facilities related to the pumping of sewage,1 Ellis Ave,Toronto,0,168,214.1357415,23420.51076,0,"1,031",
Elmbank Community Centre,Community centres,10 Rampart Rd,Toronto,14725,100,0,182201.8862,19772.11107,"45,386",26.5
Elmbrook Park,Public libraries,2 Elmbrook Crescent,Toronto,3595,70,0,61684.15742,2318.836176,"7,097",24
Elmcrest Park,Other,150 Elmcrest Rd,Toronto,0,100,0,41682.44346,0,"1,834",
Emergency Task Force,Police stations and associated offices and facilities,300 Lesmill Rd.,Toronto,35995,168,0,531411.6638,61517.62075,"139,650",32.8
Emery Parks Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",27 Toryork Dr.,Toronto,18998,70,0,196493.9169,43369.39333,"90,614",34.4
Emery Works Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",61 Toryork Dr,Toronto,26404,70,0,332544.0565,78225.3697,"162,478",43.9
EMS Workshop West,Ambulance stations and associated offices and facilities,866 Richmond St.W.,Toronto,1658,168,0,18451.83265,7936.388571,"15,812",61.7
Eringate Pool (outdoor),Other,121 Wellesworth Dr,Toronto,1098,100,0,40790.37201,8164,"17,225",115.6
Erwin Krickhan Park,Other,121 Rankin Cresecent,Toronto,0,100,0,5180.48458,0,228,
Esther Shiner Stadium,Other,5720 Bathurst St,Toronto,9365,100,0,373367.8417,0,"16,428",39.9
Etienne Brule Park Wr,Other,31 Old Mill Rd,Toronto,441,100,0,22769.3872,0,"1,002",51.6
Etobicoke Animal Centre,Other,146 The East Mall,Toronto,6588,168,0,318216.5284,51019.39855,"110,428",130.1
Etobicoke Centennial Arena,Indoor sports arenas,56 Centennial Pk Rd,Toronto,72050,100,0,1887571.757,70151.41095,"215,639",36.5
Etobicoke Civic Centre,"Administrative offices and related facilities, including municipal council chambers",399 The West Mall,Toronto,154925,70,0,3013675.133,185414.6125,"483,035",32.1
Etobicoke North Office,"Administrative offices and related facilities, including municipal council chambers",220 Attwell Dr,Toronto,20279,70,0,481478.4936,39929.43189,"96,652",44.5
Etobicoke Olympium,Indoor recreational facilities,590 Rathburn Rd,Toronto,139995,100,0,3124861.149,453689.4739,"994,967",56.5
Etobicoke South Office,"Administrative offices and related facilities, including municipal council chambers",779 The Queensway,Toronto,22497,70,0,464737.0182,24967.92447,"67,638",32.4
Etobicoke Valley Park,Other,72A Westhead Rd,Toronto,0,100,0,5482.418875,0,241,
Evelyn Gregory,Public libraries,120 Trowell Ave,Toronto,6200,70,0,72323.51657,9894.533332,"21,883",28.5
F.J. Horgan Filtration Plant,Facilities related to the treatment of water,201 Copperfield Rd,Toronto,325447,168,109018.45,45505671.68,341551.2976,"2,647,782",150.9
Fairbank Memorial R.C.,Community centres,2213 Dufferin St,Toronto,19364,100,0,330488.0656,38239.74345,"86,815",37.9
Fairbank Park Pool,Other,50 Keywest Ave,Toronto,3264,100,0,121802.1586,19938,"43,042",101.8
Fairfield Senior Centre,Indoor recreational facilities,80 Lothian Ave,Toronto,14316,100,0,90678.60921,33236.82002,"66,807",30.8
Fairford Parkette,Other,68 Fairford Ave,Toronto,0,100,0,3.79257,0,0,
Fairhaven Pool (outdoor),Other,100 Golfwood Heights,Toronto,1195,100,0,43365.20431,3008.581485,"7,594",62.9
Fairmount Park C.R.C,Community centres,1725 Gerrard St,Toronto,4359,100,0,13210.65758,0,581,3
Fairview Mall,Public libraries,35 Fairview Mall Dr,Toronto,64670,70,0,1507370.806,97241.84144,"250,111",39.2
Fallingbrook Sewage Pumping Station,Facilities related to the pumping of sewage,7 Fallingbrook Dr,Toronto,0,168,45.60944262,20756.17546,0,913,
Falstaff C.C,Community centres,50 Falstaff Ave.,Toronto,13853,100,0,170414.9554,25567.52336,"55,821",31.8
Family Residence,Social housing,4222 Kingston Rd,Toronto,39999,168,0,392176.075,46525.10245,"105,188",22.1
Faywood Park Tennis,Other,170 Faywood Blvd,Toronto,0,100,0,15153.31935,0,667,
Felstead Park,Other,60 Felstead Av Pl/12 Lane,Toronto,452,100,0,3655.665974,0,161,8.1
