Operation Name,Operation Type,Address,City,Total Floor Area,Avg hrs per wk,Annual Flow,Electricity,Natural Gas,GHG Emissions,Energy Intensity
Property Dept Workshop,"Administrative offices and related facilities, including municipal council chambers",786 Dundas St E,Toronto,39170,70,0,110924.2572,94831.09541,"184,111",28.4
Property Evidence Unit,Police stations and associated offices and facilities,330 Progress Ave,Toronto,287752,168,0,3615951.335,188420.6167,"515,217",19.5
Property Maintenance Office,"Administrative offices and related facilities, including municipal council chambers",149 River St,Toronto,13487,70,0,127427.1334,26395.70667,"55,495",30.1
Property Operation Workshop,"Storage facilities where equipment or vehicles are maintained, repaired or stored",133 River St,Toronto,12034,70,0,49475.4108,44038.73121,"85,410",42.7
Public Health Building,"Administrative offices and related facilities, including municipal council chambers",175 Memorial Park Ave,Toronto,6394,70,0,86530.05021,11181.40408,"24,940",32
Public Health HQ,"Administrative offices and related facilities, including municipal council chambers",277 Victoria St,Toronto,111385,70,0,1813957.19,19320.62251,"116,330",18.1
Public Order,Police stations and associated offices and facilities,4610 Finch Ave.E.,Toronto,8342,168,0,161979.9196,12888.71742,"31,487",35.7
Queen Street Office,"Administrative offices and related facilities, including municipal council chambers",1631 Queen St. E.,Toronto,25327,70,0,324247.116,38461.94424,"86,960",28.8
Queen's Park Outdoor Ltg,Other,0 Queen's Park,Toronto,0,100,0,24684.504,0,"1,086",
Queensway Park,Other,8 AVON PARK,Toronto,0,100,0,46942.50226,0,"2,065",
Queensway Rink,Other,8 Avon Park Dr,Toronto,0,100,0,57898.88503,5215.2635,"12,404",
R.C. Harris Filtration Plant,Facilities related to the treatment of water,1 Nursewood Rd.,Toronto,115368,168,113448.45,42773402.25,33512.35,"1,945,368",373.8
R.L. Clark Filtration Plant,Facilities related to the treatment of water,1-45 Twenty Third St.,Toronto,401612,168,130826.31,54054084.13,66999.54998,"2,505,009",136.4
"Radio, Electronics and Telecom",Police stations and associated offices and facilities,951 Wilson Ave,Toronto,18000,168,0,119775.8538,657.03125,"6,512",7
Ralph Thornton Community Ctr,Community centres,765 Queen St E,Toronto,17061,100,0,184580.6921,0,"8,122",10.8
Ramsden Park,Other,1020 Yonge St,Toronto,3434,100,0,323412.6791,4749.890909,"23,207",108.8
Ramsden Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1008 Yonge St,Toronto,20247,70,0,150828.3324,92683.19983,"181,808",55.8
Ravina Gardens,Other,290 Clendenan Av,Toronto,194,100,0,685.118187,0,30,3.5
Rean Park,Other,1A Rean Dr,Toronto,0,100,0,4467.62989,0,197,
Redlands Sewage Pumping Station,Facilities related to the pumping of sewage,10 Redland Cres E,Toronto,0,168,578.8645576,139414.0708,0,"6,134",
Regan Park,Other,9310 Sheppard Ave E,Toronto,0,100,0,539.90445,0,24,
Regent Park Aquatic Centre,Indoor recreational facilities,640 Dundas St E,Toronto,30505,100,0,1110830.435,18909.3357,"84,615",43
Regent Park C.C,Community centres,402 SHUTER ST,Toronto,55004,100,0,768352.801,3867.8125,"41,118",14.7
Regent Park Childcare Centre,Other,30 Regent St,Toronto,15963,100,0,317610.0294,0,"13,975",19.9
Regent Park North R.C,Community centres,295 Sackville St Rr,Toronto,6168,100,0,30711.21435,0,"1,351",5
Regent Park South Rink,Other,480 Shuter St,Toronto,2519,100,0,338119.2533,0,"14,877",134.2
Rennie Park /Ice Rink,Other,25 Morningside Av,Toronto,0,100,0,569228.0121,0,"25,046",
Rennie Park /Tennis,Other,25 Morningside Ave,Toronto,0,100,0,126743.7897,0,"5,577",
Rexdale,Public libraries,2243 Kipling Ave,Toronto,5091,70,0,53273.3266,5642.497538,"13,008",22.2
Rexdale Community Hub,"Administrative offices and related facilities, including municipal council chambers",21 Panorama Crt,Toronto,96369,70,0,1181768.58,93098.01147,"227,953",22.5
Richmond Gardens Pool (outdoor),Other,44 Strathdee Dr,Toronto,2594,100,0,46889.72088,6790.907907,"14,898",45.7
Richview,Public libraries,1806 Islington Ave,Toronto,47254,70,0,651655.3928,27194.63667,"80,071",19.9
Richview Park,Other,150 Brampton Rd,Toronto,0,100,0,9017.429163,0,397,
Richview Pumping Station,Facilities related to the pumping of water,551 Martin Grove Rd,Toronto,2357,168,59019.24,12591393.78,0,"554,021","5,342.10"
Ridge Park,Other,85 Ridge Road,Toronto,0,100,0,2887.328833,0,127,
Rivercrest Rink,Other,30 Harefield Dr,Toronto,495,100,0,174653.9888,0,"7,685",352.8
Riverdale,Public libraries,370 Broadview Ave.,Toronto,9655,70,0,159510.504,17302.76786,"39,721",35.4
Riverdale Farm,Cultural facilities,201 Winchester St,Toronto,23713,100,0,65817.41714,10872.82313,"23,446",7.6
Riverdale Park East,Other,640 Broadview Ave,Toronto,23401,100,0,254244.984,44366.93677,"95,040",30.9
Riverdale Park West,Other,500 Gerrard St,Toronto,0,100,0,317237.1371,8.093904,"13,974",
Riverlea Greenhouse,Other,919 Scarlett Rd,Toronto,17018,168,0,106393.9354,89481.49615,"173,801",61.8
Riverside Sewage Pumping Station,Facilities related to the pumping of sewage,20 Riverside Cr,Toronto,0,168,14.13153148,2129.069303,0,94,
Riverview Gdns Park,Other,15 Riverview Gdns Lot,Toronto,0,100,0,25122.60861,0,"1,105",
Riverwood Sewage Pumping Station,Other,115 Riverwood Pky,Toronto,0,168,0,20577.91525,0,905,
Robertson House,Social housing,291 Sherbourne St,Toronto,19795,168,0,547002.1111,101519.773,"215,940",81.8
Rockcliffe GreenHouse,Other,301 Rockcliffe Blvd,Toronto,12271,168,0,88146.45639,85214.55729,"164,934",80.5
Rockcliffe Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",301 Rockcliffe Blvd,Toronto,14047,70,0,80195.92783,38242.92167,"75,808",34.4
Roding Arena & R.C,Indoor recreational facilities,600 Roding St.,Toronto,30494,100,0,613878.0694,26532.81035,"77,158",29.3
Rosedale Park,Other,20 Scholfield Ave,Toronto,4575,100,0,205429.7026,1258.523557,"11,418",47.8
Rosegarden Park,Other,Rosegarden Park,Toronto,0,100,0,14713.10559,0,647,
Rosehill Pumping Station,Facilities related to the pumping of water,0 Mt.pleasant,Toronto,1550,168,34480.818,10401488.17,0,"457,665","6,710.70"
Rosehill Reservoir,Other,Rosehill Reservoir,Toronto,2023,168,0,68082.35674,0,"2,996",33.7
Roselawn Comm Tower,Other,408 Roselawn,Toronto,0,168,0,44677.45507,0,"1,966",
Roseneath Park,Other,15 GLENHURST AVE,Toronto,0,100,0,0,0,0,
Rosethorn Park,Other,70 Great Oak Dr,Toronto,0,100,0,5581.822652,0,246,
Rosetta Mcclain Gardens,Other,1975 Kingston Rd.,Toronto,1098,100,0,27337.95139,0,"1,203",24.9
Rotary Peace Park,Other,153 Lake Shore Dr,Toronto,1647,100,0,8758.837007,2085.649223,"4,327",18.7
Rotary Pool (outdoor),Other,25 Eleventh St,Toronto,3477,100,0,33854.92008,26492,"51,559",90.2
Rotherham Ave 15,Fire stations and associated offices and facilities,15 Rotherham Ave,Toronto,23002,168,0,184520.0302,25245.98095,"55,834",19.6
Rouge Beach Park,Other,195 Rouge Hills Dr,Toronto,6975,100,0,19103.6625,0,841,2.7
Rouge Water Tank & Valve House,Other,8200 Sheppard Ave.E.,Toronto,2142,168,0,238631.9374,0,"10,500",111.4
Roundhouse Complex,Cultural facilities,222 Bremner Bv,Toronto,94001,100,0,170724.1787,0,"7,512",1.8
Roundhouse Park,Other,260 Bremner Blvd,Toronto,0,100,0,24260.81605,0,"1,067",
Rowntree Mills Park,Other,130 Rowntree Mill Rd.,Toronto,1389,100,0,75927.99794,0,"3,341",54.7
Roxborough Parkette,Other,30 Roxborough Dr,Toronto,0,100,0,18094.92987,0,796,
Royalcrest Rink (outdoor),Other,50 Cabernet Circle,Toronto,2508,100,0,240811.1262,0,"10,596",96
Roywood A.I.R,Other,9 Roywood Dr,Toronto,2303,100,0,99725.42616,0,"4,388",43.3
RT Commuter Lot,Parking garages,101 Grangeway,Toronto,97,168,0,49558.40328,0,"2,181",510.9
Ruddington Park,Other,65 Ruddington Dr,Toronto,0,100,0,2863.776,0,126,
Runnymede,Public libraries,2178 Bloor St. W.,Toronto,12034,70,0,146071.4415,18152.44559,"40,735",28.1
Runnymede Park,Other,221 Ryding Ave,Toronto,0,100,0,34890.79388,0,"1,535",
Ryerson Community Park,Other,2A Gould St,Toronto,1421,100,0,153703.6122,0,"6,763",108.2
S Walter Stewart,Public libraries,170 Memorial Park Dr,Toronto,25847,70,0,409729.1358,23375.94146,"62,209",25.4
S.H Armstrong R.C,Indoor swimming pools,56 Woodfield Rd,Toronto,18277,100,0,230815.6291,27198.17546,"61,560",28.3
SADRA Park,Other,10 Blackthorn Av,Toronto,0,100,0,456.956776,0,20,
Salem Parkette,Other,150 Salem Ave,Toronto,0,100,0,42941.01978,0,"1,889",
Sanderson,Public libraries,327 Bathurst St,Toronto,12701,70,0,170514.139,22519.69194,"50,065",32.1
Scadding Cabin,Cultural facilities,0 Lake Shore Blvd W Pole 223,Toronto,431,100,0,9596.138025,0,422,22.3
Scadding Court Community Ctr,Community centres,707 Dundas St W,Toronto,46694,100,0,934564.57,134060.408,"294,495",50.3
Scarborough Animal Centre,Other,821 Progress Ave,Toronto,12831,168,0,341852.6769,61025.87325,"130,380",76.9
Scarborough Arena Gardens,Indoor sports arenas,75 Birchmount Rd,Toronto,38320,100,0,740321.1857,57465.94364,"141,185",35.2
Scarborough Bluffs,Other,49 Cecil Cr,Toronto,97,100,0,15720.51891,0,692,162.1
Scarborough Civic Centre,"Administrative offices and related facilities, including municipal council chambers",150 Borough Dr,Toronto,372861,70,0,6183959.803,239475.9387,"724,704",23.4
Scarborough Pumping Station,Facilities related to the pumping of water,21 Fishleigh Dr,Toronto,9160,168,13805.88,4698092.652,0,"206,716",512.9
Scarborough Transfer Station,Other,1850 Markham Rd,Toronto,96595,70,0,1443377.479,70089.40267,"195,978",22.6
Scarborough Village C.C,Community centres,3600 Kingston Rd,Toronto,58125,100,0,1139055.456,94771.8662,"229,237",36.8
Scarborough Village Fieldhouse,Other,3600 Kingston Rd,Toronto,0,100,0,8466.814,0,373,
Scarborough West Office,"Administrative offices and related facilities, including municipal council chambers",1225 Kennedy Rd,Toronto,19999,70,0,492873.1843,38777.47655,"94,976",45.1
Scarlett Woods Golf Course,Other,1000 Jane St,Toronto,3348,100,0,39676.08838,9231.064829,"19,192",41
Scott Westney House,Community centres,180 McLevin Ave,Toronto,3046,100,0,129554.5886,0,"5,700",42.5
Seasons Park,Other,40 Seasons Dr,Toronto,0,100,0,5437.928972,0,239,
Seaton House,Social housing,339 George St,Toronto,97995,168,0,1425407.196,427250.1984,"870,221",60.6
Seneca Hill Park,Other,620 Seneca Hill Dr,Toronto,0,100,0,10432.43029,0,459,
Seneca Village C.C,Community centres,1700 Finch Ave E,Toronto,9408,100,0,202076.6508,0,"8,891",21.5
Sentinel Park Baseball,Other,295 Sentinel Rd,Toronto,2443,100,0,16933.64,0,745,6.9
Serena Gundy Park,Other,58 Rykert Cres,Toronto,0,100,0,20240.38225,0,891,
Seven Oaks,Long-term care,9 Neilson Rd.,Toronto,133311,168,0,2797144.403,413194.185,"904,011",53.7
Seven Oaks Tennis,Other,224 Ronymeadow Terr,Toronto,0,100,0,6968.753534,0,307,
Sewells Rd Sewage Pumping Station,Facilities related to the pumping of sewage,579 Sewells Rd,Toronto,0,168,301.5970136,67197.04229,0,"2,957",
Sherbourne Common North Park,Other,5 Lower Sherbourne St,Toronto,0,100,0,10839.17944,0,477,
Sherwood Park,Other,190 Sherwood Ave,Toronto,5909,100,0,106154.2942,0,"4,671",18
Sidney Belsey Cres,Street lighting,Sidney Belsey Cres,Toronto,0,70,0,6921.615533,0,305,
Signs & Flashing Beacons,Other,Various Locations,Toronto,0,168,0,17970.32886,0,791,
Silver Birch Ave Sewage Pumping Station,Facilities related to the pumping of sewage,3 Silver Birch Av,Toronto,0,168,0.884365082,285.424158,0,13,
Sir Adam Beck,Community centres,2 Orianna Dr,Toronto,0,100,0,1292.867954,0,"19,875",
Sir Adam Beck,Community centres,2 Orianna Dr,Toronto,0,100,0,1292.867954,0,"19,875",
Sir Adam Beck Rink,Other,4 Orianna Dr,Toronto,2196,100,0,227667.8746,7704.130588,"24,578",140.7
Sir Winston Churchill Pk,Other,301 St Clair Ave W,Toronto,0,100,0,60281.79307,5704.887759,"13,435",
Sisken Trail Park,Other,157 Staines Rd,Toronto,0,100,0,599.043278,0,26,
Sixth St Garage,"Storage facilities where equipment or vehicles are maintained, repaired or stored",297 Sixth St,Toronto,6997,70,0,8365.80585,9077.779886,"17,525",14.9
Smithfield Pool (outdoor),Other,173 Mount Olive Dr,Toronto,850,100,0,24029.0796,8408.202457,"16,949",132.7
Smythe Park,Other,175 Scarlett Rd,Toronto,3000,100,0,74084.71302,13414,"28,612",71.9
Sony Centre,Performing arts facilities,1 Front St. E.,Toronto,173084,100,0,2420073.906,0,"440,002",23.1
Spadina Marina Museum,Cultural facilities,539 Queens Quay W,Toronto,17922,100,0,74893.968,0,"3,295",4.2
Spadina Rd 35,Other,35 Spadina Rd,Toronto,3552,100,0,11353.55131,2818.881613,"5,827",11.6
Spadina Road,Public libraries,10 Spadina Rd.,Toronto,3950,70,0,66072.71329,6962.698198,"16,067",35.3
Spadina Road Parkette,Other,208 Spadina Rd,Toronto,0,100,0,5940.463603,0,261,
Spadina St Clair Reservoir,Other,301 St Clair Ave W Spad S/E,Toronto,678,168,0,149883.2094,0,"6,595",221.1
Spandina House Museum,Cultural facilities,285 Spadina Rd,Toronto,27588,100,0,88921.56365,55982.60197,"109,720",24.6
Spenvalley Park T.C,Other,126 Spenvalley Dr,Toronto,0,100,0,115.1736,0,5,
St Albans Boys Club,Indoor recreational facilities,843 Palmerston Ave,Toronto,23293,100,0,291861.3641,78046.65814,"160,350",47.9
St Andrew's Playground,Other,450 Adelaide St W,Toronto,194,100,0,9713.178602,0,427,50.1
St Clair Comm Tower,Other,301 St Clair Ave W,Toronto,0,168,0,67061.49932,0,"2,951",
St Clair Gardens - ele,Other,3 Prescott Ave,Toronto,0,100,0,2981.551626,0,131,
St Clair Silverthorn,Public libraries,1748 St. Clair Ave. W.,Toronto,4585,70,0,28910.64637,1792.462997,"4,660",10.4
St Hilda Parkette,Other,Dufferin St,Toronto,26350,100,0,1328.200183,0,58,0.1
St James Town,Street lighting,16A St James Crt,Toronto,0,70,0,1002.424233,0,44,
St James Town C.C.,Community centres,495 Sherbourne St,Toronto,41904,100,0,960132.2574,171487.0024,"366,356",66.1
St Jamestown West Park,Other,40 Howard St,Toronto,0,100,0,1827.833159,0,80,
St Lawrence,Public libraries,171 Front St. E.,Toronto,4833,70,0,42611.26033,0,"1,875",8.8
St Lawrence C.C,Community centres,224 The Esplanade,Toronto,46113,100,0,931605.2903,274280.0015,"559,380",83
St Lawrence Centre,Performing arts facilities,27 Front St. E.,Toronto,80729,100,0,1840837.589,0,"346,946",38.4
St Lawrence Hall,"Administrative offices and related facilities, including municipal council chambers",157 King St East,Toronto,55413,70,0,1044663.314,60073.7156,"159,505",30.3
St Lawrence Market North,Cultural facilities,92 Front St E,Toronto,27997,100,0,133912.5083,33399.47059,"69,017",17.4
St Lawrence Market South,Cultural facilities,91 Front St E,Toronto,99114,100,0,5230568.445,185002.5043,"579,800",72.5
St. Albans Pumping Station,Facilities related to the pumping of water,30 St.albans Rd,Toronto,3240,168,28736.175,4817436.235,0,"211,967","1,486.90"
St. Marks Childcare Centre,Other,201 Cowan Ave,Toronto,4004,100,0,10531.51309,0,463,2.6
Stan Wadlow Clubhouse,Indoor recreational facilities,373 Cedarvale Ave,Toronto,10323,100,0,89096.62003,27371.57274,"55,653",36.6
Stan Wadlow Park,Other,383 Cedarvale Ave,Toronto,9982,100,0,1349.098497,0,59,0.1
Stanley C.C,Community centres,25 Stanley Rd,Toronto,12895,100,0,196748.9525,23020.9675,"52,167",34.1
Stanley Park,Other,860 King St W,Toronto,4855,100,0,14340.21642,4530.213375,"9,193",12.8
Stanley Park - Baseball Diamond,Other,700 Wellington St W,Toronto,0,100,0,44675.26751,0,"1,966",
Starry Park,Other,505 Staines Rd,Toronto,0,100,0,390.309817,0,17,
Station #10,Ambulance stations and associated offices and facilities,2015 Lawrence Ave.W.,Toronto,5005,168,0,66199.49654,10888.48,"23,492",36.2
Station #11,Ambulance stations and associated offices and facilities,1135 Caledonia Rd,Toronto,3574,168,0,36551.85891,12630.43051,"25,480",47.5
Station #12,Ambulance stations and associated offices and facilities,1535 Albion Rd.,Toronto,1938,168,0,35413.5346,379,"2,275",20.3
Station #13,Ambulance stations and associated offices and facilities,555 Martin Grove Rd,Toronto,2756,168,0,28687.3939,8866.74875,"18,020",44.4
Station #14,Ambulance stations and associated offices and facilities,321 Rexdale Blvd,Toronto,4252,168,0,55607.65355,4940.43125,"11,784",25.3
Station #18,Ambulance stations and associated offices and facilities,643 Eglinton Ave.W.,Toronto,1345,168,0,60512.94471,14087.98815,"29,289",155.6
Station #21,Ambulance stations and associated offices and facilities,887 Pharmacy Ave,Toronto,2799,168,0,40679.35982,10582.60625,"21,791",54.4
Station #22,Ambulance stations and associated offices and facilities,3100 Eglinton Ave. E.,Toronto,2583,168,0,40959.91086,4199.180147,"9,739",33
Station #24,Ambulance stations and associated offices and facilities,3061 Birchmount Rd,Toronto,2659,168,0,24846.67409,6264.272576,"12,933",34.2
Station #28,Ambulance stations and associated offices and facilities,2900 Lawrence Ave.E.,Toronto,1905,168,0,44149.08732,11306.90479,"23,313",85.8
Station #30 & Garage & Office,Ambulance stations and associated offices and facilities,100 Turnberry Ave,Toronto,16380,168,0,216195.5138,52600.03573,"108,927",47.1
Station #31,Ambulance stations and associated offices and facilities,4219 Dundas St.W.,Toronto,2831,168,0,41486.66049,5757.588236,"12,707",36.1
Station #32,Ambulance stations and associated offices and facilities,9 Clendenan Ave.,Toronto,3218,168,0,22241.46901,4360.626186,"9,220",21.2
Station #33,Ambulance stations and associated offices and facilities,760 Dovercourt Rd,Toronto,3132,168,0,32040.74981,5190.992647,"11,221",27.7
Station #34,Ambulance stations and associated offices and facilities,674 Markham St,Toronto,13939,168,0,60425.58968,31836.16155,"62,829",28.4
Station #37,Ambulance stations and associated offices and facilities,1288 Queen St.W.,Toronto,4413,168,0,45334.97775,6700.427894,"14,659",26.3
Station #38,Ambulance stations and associated offices and facilities,259 Horner Ave.,Toronto,5102,168,0,85738.29909,17902.75449,"37,609",53.8
Station #39,Ambulance stations and associated offices and facilities,155 The East Mall,Toronto,1927,168,0,40282.09361,0,"1,772",20.9
Station #40,Ambulance stations and associated offices and facilities,58 Richmond St.E.,Toronto,12798,168,0,176786.5106,16454.76732,"38,878",27.4
Station #41,Ambulance stations and associated offices and facilities,1300 Pape Ave.,Toronto,1841,168,0,106103.9727,15763.10256,"34,461",148
Station #42,Ambulance stations and associated offices and facilities,1535 Kingston Rd.,Toronto,6997,168,0,138750.3374,13362.362,"31,360",40
Station #45,Ambulance stations and associated offices and facilities,135 Davenport Rd.,Toronto,11496,168,0,82481.22843,11049.50233,"24,513",17.3
Station #46,Ambulance stations and associated offices and facilities,105 Cedarvale Ave.,Toronto,1572,168,0,20245.64514,7819.898161,"15,670",65.4
Station #47,Ambulance stations and associated offices and facilities,3600 St. Clair Ave. E.,Toronto,1787,168,0,39809.08813,4213.296949,"9,715",47.2
Station #52,Ambulance stations and associated offices and facilities,64 Murray Rd,Toronto,38760,168,0,719010.5021,92612.15637,"206,673",43.8
Station #54,Ambulance stations and associated offices and facilities,4135 Bathurst St.,Toronto,1324,168,0,63823.893,16127.02078,"33,288",176.8
Steelcase Rd,Other,Steelcase Rd,Toronto,0,168,0,3276.051794,0,144,
Steeles,Public libraries,375 Bamburgh Cir,Toronto,5005,70,0,95478.34192,5377.128789,"14,364",30.4
Stephenson Park,Other,61 Stephenson Ave,Toronto,0,100,0,21636.81811,0,952,
Strachan Sewage Pumping Station,Facilities related to the pumping of sewage,1 Strachan Ave,Toronto,0,168,3015.060719,210083.0997,6184.504202,"20,932",
Strathburn Park,Other,62 Gaydon Ave,Toronto,0,100,0,5320.249402,0,234,
Streetlighting East York,Street lighting,850 Coxwell Ave Streetlighting,Toronto,0,70,0,4591291.721,0,"202,017",
Streetlighting Etobicoke,Street lighting,Steetlighting Etobicoke,Toronto,0,70,0,18770788.08,0,"825,915",
Streetlighting North York,Street lighting,NY Street Lighting,Toronto,0,70,0,31384172.07,0,"1,380,904",
Streetlighting Scarborough,Street lighting,2100 Ellesmere Rd,Toronto,0,70,0,29074315.97,0,"1,279,270",
Streetlighting Toronto,Street lighting,City Streetlights,Toronto,0,70,0,29011832.29,0,"1,276,521",
Streetlighting York,Street lighting,Streetlighting York,Toronto,0,70,0,4616660.394,0,"203,133",
Sugar Beach Park,Other,11 Dockside Dr,Toronto,0,100,0,22853.56885,0,"1,006",
Summerlea Rink,Other,2 Arcot Blvd,Toronto,0,100,0,228890.623,0,"10,071",
Sunnybrook Park,Community centres,1050 Leslie St.,Toronto,43701,100,0,665346.9476,63187.59917,"148,700",30.5
Sunnybrook Stable,Other,1050 Leslie St,Toronto,7535,100,0,55804.49187,2381.798387,"6,957",10.7
Sunnydale Rink (outdoor),Other,50 Amoro Dr,Toronto,3509,100,0,246708.0193,11159.94813,"31,947",103.9
Sunnyside Park,Other,1755 Lake Shore Blvd W,Toronto,52033,100,0,473545.174,82433.89684,"176,636",25.8
Sunnyside Sewage Pumping Station,Facilities related to the pumping of sewage,0 Sunnyside Beach,Toronto,0,168,1072.618816,91519.01777,0,"4,027",
Sunshine Center for Seniors,Community centres,60 Lakeshore Ave,Toronto,2250,100,0,57322.41386,0,"2,522",25.5
Suydam Park,Other,9 Relmar Rd,Toronto,194,100,0,3654.161322,0,161,18.8
Swansea Sewage Pumping Station,Facilities related to the pumping of sewage,110 The Queensway,Toronto,527,168,1391.247804,182274.8061,0,"8,020",345.9
Swansea Town Hall Comm Ctr,Community centres,95 Lavinia Ave,Toronto,14402,100,0,135392.2067,0,"5,957",9.4
Sweeney Park,Other,100 Sweeney Dr,Toronto,0,100,0,10408.94841,0,458,
Symington Park,Other,437 Perth Ave,Toronto,0,100,0,3362.582534,0,148,
Taddle Creek Park,Other,40 Bedford Rd,Toronto,0,100,0,2020.365999,0,89,
Talbot Park Clubhouse,Other,645 Eglinton Ave E,Toronto,2820,100,0,17381.62,0,765,6.2
Tall Pines C.C,Community centres,64 Rylander Blvd,Toronto,5188,100,0,58377.74563,4868.212903,"11,770",21.2
Tam Heather C.C,Community centres,730 Military Trail,Toronto,28546,100,0,889296.996,0,"39,129",31.2
Tam O'shanter Golf Course,Other,2461 Birchmount Rd,Toronto,4489,100,0,144591.2276,16732.39382,"37,986",71.6
TAVIS - OSSG,Police stations and associated offices and facilities,2126 Kipling Ave,Toronto,16952,168,0,274738.4057,22016.14571,"53,699",29.9
Taylor Creek Park,Other,260 Dawes Rd,Toronto,1690,100,0,34112.14279,0,"1,501",20.2
Taylor Memorial,Public libraries,1440 Kingston Rd,Toronto,5005,70,0,49258.35243,12345.49291,"25,500",35.9
Ted Reeve Arena,Indoor sports arenas,175 Main St,Toronto,40601,100,0,951137.5076,0,"41,850",23.4
Temp - St Lawrence Market North,Cultural facilities,125 The Esplanade,Toronto,0,100,0,132354.2245,26149.57576,"55,246",
The Elms Pool and Community School,Indoor swimming pools,45 Golfdown Dr,Toronto,13885,100,0,425377.3072,72184.09987,"155,145",85.5
The Mission Ground,Other,399 Merton St,Toronto,0,100,0,2284.793568,0,101,
Thistletown C.C,Community centres,925 Albion Rd,Toronto,44810,100,0,376417.94,64393.52941,"138,266",23.6
Thomas Berry Childcare Centre,Other,3495 Lakeshore Blvd.W.,Toronto,9117,100,0,122672.3797,19375.68806,"42,018",35.9
Thomas Riley Park,Other,1278 Islington Ave,Toronto,0,100,0,29660.26764,4596.637502,"9,993",
Thomson Memorial Park,Other,1007 Brimley Rd,Toronto,0,100,0,193668.7242,5469.689376,"18,859",
Thorncliffe,Public libraries,48 Thorncliffe Park Dr,Toronto,11034,70,0,211006.2688,3012.146552,"14,977",22
Thornhill Pumping Station,Facilities related to the pumping of water,1 Green Lane,Thornhill,1550,168,2619.632,345021.5965,0,"15,181",222.6
Three Valley Park,Other,74 Three Valleys Dr,Toronto,0,100,0,9428.537315,0,415,
Time and Clock Monument,Cultural facilities,0 Queen St E Unit Bridge,Toronto,0,100,0,18278.35954,0,804,
Todmorden Mills Butler Building,Indoor recreational facilities,67 Pottery Rd,Toronto,17707,100,0,314018.5382,19241.04234,"50,182",29.2
Topham Park,Other,40 Topham Rd Unit Flood,Toronto,0,100,0,26467.69371,0,"1,165",
Topham Park Clubhouse,Indoor recreational facilities,1 Tiago Ave,Toronto,3283,100,0,24238.03034,7949.615535,"16,091",32.9
Toronto Centre for the Arts,Performing arts facilities,5040 Yonge St,Toronto,177992,100,0,1876432.039,172554.88,"408,692",20.8
Toronto Island Filtration Plant,Other,446 Lakeshore Ave,Toronto,0,168,0,1663.048963,0,73,
Toronto Island Service Office,"Administrative offices and related facilities, including municipal council chambers",1 Lake Shore Ave,Toronto,20968,70,0,85504.37067,7182.263528,"17,337",7.7
Toronto Island Service Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",0 Centre Isld,Toronto,34724,70,0,29903.41581,0,"1,316",0.9
Toronto Island Street Lighting,Street lighting,Lake Shore Ave.,Toronto,0,70,0,95087.95548,0,"4,184",
Toronto Reference Library,Public libraries,789 Yonge St,Toronto,416025,70,0,8460722.129,395102.675,"1,119,016",30.4
Toronto Sculpture Garden,Other,115 King St E,Toronto,8773,100,0,20070.34492,0,883,2.3
Toronto Water Centre,"Administrative offices and related facilities, including municipal council chambers",60 Tiffield Rd,Toronto,64831,70,0,3363796.359,224396.6465,"572,117",88.4
Toryork Office,Fire stations and associated offices and facilities,40 Toryork Dr,Toronto,42625,168,0,744115.6382,127771.0695,"274,228",49.1
Totts Tot Lot,Other,1 Gradwell Dr,Toronto,0,100,0,69.425,0,3,
Tournament Park Tennis,Other,30 Tournament Dr,Toronto,1259,100,0,10427.90461,0,459,8.3
Trace Manes Clubhouse,Indoor recreational facilities,110 Rumsey Rd,Toronto,6329,100,0,92320.95768,19210.36187,"40,370",46.6
Traffic Control Signals,Other,Various Locations,Toronto,0,168,0,14022.58387,0,617,
Traffic Services and Garage,Police stations and associated offices and facilities,9 Hanna Ave,Toronto,297988,168,0,2779372.742,412568.8972,"902,048",23.9
Train Storage Building,"Storage facilities where equipment or vehicles are maintained, repaired or stored",20 Centre Road,Toronto,30849,70,0,188621.7,37047.91352,"78,320",18.8
Trinity Bellwoods Outdoor Rink,Other,140 Gore Vale  Ave,Toronto,1001,100,0,183796.3948,741.259323,"9,488",191.4
Trinity Bellwoods Park,Other,790 Queen St W,Toronto,42830,100,0,58095.99358,5494.126034,"12,940",2.7
Trinity Comm Rec Ctr,Indoor recreational facilities,155 Crawford St,Toronto,36909,100,0,714065.4419,189162.1535,"388,935",73.5
Trinity Square Park,Other,19 Trinity Sq,Toronto,0,100,0,61368.49953,0,"2,700",
True Davidson Acres,Long-term care,200 Dawes Rd,Toronto,130082,168,0,2528742.255,346950.6053,"767,001",47.6
Trumpeter Park,Other,33A Panda Sq,Toronto,0,100,0,1424.758649,0,63,
TW Various Locations,Other,0 Various Locations,Toronto,0,168,0,90363.05102,0,"3,976",
Ukranian Canadian Memorial Park,Other,565 SCARLETT,Toronto,0,100,0,22156.93693,0,975,
Underpass Park,Other,29 Lower River St,Toronto,0,100,0,7176.736828,0,316,
Union Station,Other,61 Front St. W.,Toronto,765564,168,0,13180893.12,337088.4113,"3,506,489",45.3
University Avenue Islands,Other,University Ave.,Toronto,0,100,0,16841.07265,0,741,
