Press TAB to move to input areas. Press UP or DOWN ARROW in column A to read through the document.,Energy Consumption and Greenhouse Gas Emissions Reporting - for 2015,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36
Spadina Marina Museum,Cultural facilities,539 Queens Quay W,Toronto,M5V 3G3,17922,Square feet,100,0,75661.774749999997,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3329.1180889999996,4.22174366741406,NA,SMM,Cultural Facilities
Smythe Park,Other,175 Scarlett Rd,Toronto,M6N 4K7,3000,Square feet,100,0,78665.423494000002,kWh,16668,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34963.798633735998,84.875208900563564,NA,SMP,Outdoor Recreational Facilities
Warren Park Sewage Pumping Station,Facilities related to the pumping of sewage,6 Pasadena Gardens,Toronto,M6S 4R3,0,Square feet,168,636.36694209999996,80514.632412000006,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3542.643826128,NA,126.52286371749143,SMPS,Sewage Pumping Facilities
Snow Storage Facility,Other,207 NEW TORONTO ST,Etobicoke,M8V 2E8,0,Square feet,168,0,62.256,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7392639999999999,NA,NA,SNOSF,Transportation - Others
Sunnyside Sewage Pumping Station,Facilities related to the pumping of sewage,0 Sunnyside Beach,Toronto,M6R 2N9,0,Square feet,168,868.05979000000002,84769.485218999995,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3729.8573496359995,NA,97.654377499951238,SNSB,Sewage Pumping Facilities
Sunnyside Park,Other,1755 Lake Shore Blvd W,Toronto,M6S 5A3,52033,Square feet,100,0,381689.47460600006,kWh,72448.257470000011,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153721.54350096404,22.034267890257386,NA,SNSP,Outdoor Recreational Facilities
Seven Oaks,Long-term care,9 Neilson Rd.,Toronto,M1E 5E1,133311,Square feet,168,0,2694846.91,kWh,426620.18977900001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,924885.42272231006,53.998394490169254,NA,SO,Long Term Care Homes
Seven Oaks Tennis,Other,224 Ronymeadow Terr,Toronto,M1E 4E5,0,Square feet,100,0,10656.014799999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468.86465119999991,NA,NA,SOTC,Outdoor Recreational Facilities
Spadina Road,Public libraries,10 Spadina Rd.,Toronto,M5R 2S7,3950,Square feet,70,0,64544.620423,kWh,7082.3638710000005,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16225.631014802,35.268764529646958,NA,SP,Public Libraries
Spadina St Clair Reservoir,Other,301 St Clair Ave W Spad S/E,Toronto,M4V 1S4,678,Square feet,168,0,117930.963856,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5188.962409664,173.9401994616756,NA,SPADR,Water Pumping Facilities
Stanley Park - Baseball Diamond,Other,700 Wellington St W,Toronto,M5V 1G8,0,Square feet,100,0,39806.703500000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1751.494954,NA,NA,SPBD,Outdoor Recreational Facilities
Scarborough Pumping Station,Facilities related to the pumping of water,21 Fishleigh Dr,Toronto,M1N 1H1,9160,Square feet,168,9684.2939999999999,3399465.69,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149576.49036,371.12225485156932,351.03022011107623,SPS,Water Pumping Facilities
Spadina Rd 35,Other,35 Spadina Rd,Toronto,M5R 2S9,3552,Square feet,100,0,27451.581223000001,kWh,3730.2745169999998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8258.0884109419985,18.815107995537737,NA,SR35,Leasing
Spadina Road Parkette,Other,208 Spadina Rd,Toronto,M5R 2V1,0,Square feet,100,0,5908.1478319999997,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259.95850460799994,NA,NA,SRP,Outdoor Recreational Facilities
Swansea Sewage Pumping Station,Facilities related to the pumping of sewage,110 The Queensway,Toronto,M6S 1A5,527,Square feet,168,1560.761258,226396.67636300001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9961.4537599719988,429.59700129503767,145.05589405300631,SSPS,Sewage Pumping Facilities
Steeles,Public libraries,375 Bamburgh Cir,Toronto,M1W 3Y1,5005,Square feet,70,0,87248.898201999997,kWh,6558.2833330000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16234.107020257999,31.26541580581215,NA,ST,Public Libraries
Stanley C.C,Community centres,25 Stanley Rd,Toronto,M3N 1C2,12895,Square feet,100,0,231787.06265299997,kWh,20006.506617999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48010.928264751994,34.353755477644818,NA,STANC,Community Centres
St Clair Silverthorn,Public libraries,1748 St. Clair Ave. W.,Toronto,M6N 1J4,4585,Square feet,70,0,35550.78069,kWh,1988.4117650000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5322.33258621,12.331971802461412,NA,STCS,Public Libraries
Stephenson Park,Other,61 Stephenson Ave,Toronto,M4C 1G4,0,Square feet,100,0,19972.175294000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,878.77571293599999,NA,NA,STEPHPARK,Outdoor Recreational Facilities
St Hilda Parkette,Other,Dufferin St,Toronto,M6E 4Z5,26350,Square feet,100,0,2137.2774880000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.040209472000001,8.1111438076769141E-2,NA,STHP,Outdoor Recreational Facilities
St James Town C.C.,Community centres,495 Sherbourne St,Toronto,M4X 1K7,41904,Square feet,100,0,879436.99,kWh,147711.08579000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317869.1797031,58.199440668758044,NA,STJMS,Community Centres
St Lawrence C.C,Community centres,224 The Esplanade,Toronto,M5A 4J6,46113,Square feet,100,0,939326.75,kWh,267069.47666599997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,546091.68789873994,81.510980067411495,NA,STLAC,Community Centres
St Lawrence Centre,Performing arts facilities,27 Front St. E.,Toronto,M5E 1B4,80729,Square feet,100,0,1759067.608184,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367322.23627617437,38.222548757453318,NA,STLC,Performing Arts Facilities
Stanley Park,Other,860 King St W,Toronto,M5V 1P1,4855,Square feet,100,0,11859.697356000001,kWh,5193.557143,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10337.649683934,13.73569941963579,NA,STLP,Outdoor Recreational Facilities
Scarborough Transfer Station,Other,1850 Markham Rd,Toronto,M1B 2W2,96595,Square feet,70,0,1741079.79,kWh,83808.397100999995,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235005.38128088997,27.183924342122715,NA,STS,Transfer Stations
Sugar Beach Park,Other,11 Dockside Dr,Toronto,M5A 1B6,0,Square feet,100,0,24302.663453000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1069.317191932,NA,NA,SUGAR,Outdoor Recreational Facilities
Summerlea Rink,Other,2 Arcot Blvd,Toronto,M9W 2N7,0,Square feet,100,0,135555.968429,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5964.4626108759994,NA,NA,SUMMR,Outdoor Recreational Facilities
Sunnydale Rink (outdoor),Other,50 Amoro Dr,Toronto,M9W 4S3,3509,Square feet,100,0,238660.127408,kWh,19732.261029000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47795.018950762002,127.37806460746124,NA,SUNNR,Outdoor Recreational Facilities
Scarborough Village Fieldhouse,Other,3600 Kingston Rd,Toronto,M1M 1R9,0,Square feet,100,0,8994.1981180000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.744717192,NA,NA,SVFH,Outdoor Recreational Facilities
Spenvalley Park T.C,Other,126 Spenvalley Dr,Toronto,M3L 1Z4,0,Square feet,100,0,986.38018800000009,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.400728272000002,NA,NA,SVPT,Outdoor Recreational Facilities
Swansea Town Hall Comm Ctr,Community centres,95 Lavinia Ave,Toronto,M6S 3H9,14402,Square feet,100,0,126684.140742,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5574.1021926479998,8.7963247182742954,NA,SWANC,Community Centres
Sir Winston Churchill Pk,Other,301 St Clair Ave W,Toronto,M4V 1S4,0,Square feet,100,0,55106.921999999999,kWh,7461.6203130000004,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16527.16695957,NA,NA,SWCP,Outdoor Recreational Facilities
Sweeney Park,Other,100 Sweeney Dr,Toronto,M4A 1T8,0,Square feet,100,0,9358.1570520000005,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,411.75891028799998,NA,NA,SWEP,Outdoor Recreational Facilities
Scarlett Woods Golf Course,Other,1000 Jane St,Toronto,M6N 4E2,3348,Square feet,100,0,33417.283558000003,kWh,10434.853859000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21192.234270061999,42.883974091895666,NA,SWGC,Outdoor Recreational Facilities
Scott Westney House,Community centres,180 McLevin Ave,Toronto,M1B 6H7,3046,Square feet,100,0,153507.57,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6754.3330800000003,50.396654502585356,NA,SWH,Community Centres
Stan Wadlow Clubhouse,Indoor recreational facilities,373 Cedarvale Ave,Toronto,M4C 4K7,10323,Square feet,100,0,109452.68579600001,kWh,41472.768944999996,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83199.451481073978,53.014696492675469,NA,SWLC,Indoor Recreational Facilities
Scarborough West Office,"Administrative offices and related facilities, including municipal council chambers",1225 Kennedy Rd,Toronto,M1P 4Y1,19999,Square feet,70,0,484890.21814000001,kWh,41962.328400999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100643.97027604998,46.396218029012758,NA,SWO,Administrative Offices
S Walter Stewart,Public libraries,170 Memorial Park Dr,Toronto,M4J 2K5,25847,Square feet,70,0,425295.9,kWh,30020.174300999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75451.149028889995,28.715637662618718,NA,SWS,Public Libraries
Symington Park,Other,437 Perth Ave,Toronto,M6P 3Y5,0,Square feet,100,0,4011.1319109999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.48980408399999,NA,NA,SYMPARK,Outdoor Recreational Facilities
Taddle Creek Park,Other,40 Bedford Rd,Toronto,M5R,0,Square feet,100,0,2475.232399,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.91022555599999,NA,NA,TADDLE,Outdoor Recreational Facilities
Tall Pines C.C,Community centres,64 Rylander Blvd,Toronto,M1B 4X3,5188,Square feet,100,0,49226.201058999999,kWh,6037.9999990000006,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13577.772844706,21.774874806995463,NA,TALLC,Community Centres
Tam Heather C.C,Community centres,730 Military Trail,Toronto,M1E 4P7,28546,Square feet,100,0,866459.36811499996,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38124.212197059998,30.353218607243292,NA,TAMHC,Community Centres
TAVIS - OSSG,Police stations and associated offices and facilities,2126 Kipling Ave,Toronto,M9W 2H3,16952,Square feet,168,0,257726.352235,kWh,20815.032468000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50680.37086286,28.165790360160177,NA,TAVIS,Police Stations
Taylor Memorial,Public libraries,1440 Kingston Rd,Toronto,M1N 1R1,5005,Square feet,70,0,52022.509490999997,kWh,17684.826000000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35713.311557604,47.695699803083436,NA,TAY,Public Libraries
Thomas Berry Childcare Centre,Other,3495 Lakeshore Blvd.W.,Toronto,M8W 1N4,9117,Square feet,100,0,131533.21986300001,kWh,23417.977059000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50047.438315482003,41.543429864880999,NA,TBCC,Child Care Facilities
Talbot Park Clubhouse,Other,645 Eglinton Ave E,Toronto,M4G 2K3,2820,Square feet,100,0,15750.985260000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,693.04335144000004,5.5854790386898054,NA,TBPC,Outdoor Recreational Facilities
Trinity Bellwoods Outdoor Rink,Other,140 Gore Vale  Ave,Toronto,M6J 1G3,1001,Square feet,100,0,160395.59837399999,kWh,766.94294100000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8506.9284869459989,168.32436567130512,NA,TBWODR,Outdoor Recreational Facilities
Trinity Bellwoods Park,Other,790 Queen St W,Toronto,M6J 1G3,42830,Square feet,100,0,54966.310767000003,kWh,7162.1864430000005,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15955.050051017999,3.048702710779863,NA,TBWP,Outdoor Recreational Facilities
Time and Clock Monument,Cultural facilities,0 Queen St E Unit Bridge,Toronto,M5A 4C2,0,Square feet,100,0,18178.766361000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,799.86571988399999,NA,NA,TCM,Cultural Facilities
Trace Manes Clubhouse,Indoor recreational facilities,110 Rumsey Rd,Toronto,M4G 1P2,6329,Square feet,100,0,88445.951640000014,kWh,22327.595772000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46090.777881239999,51.217115163380576,NA,TCMC,Indoor Recreational Facilities
Taylor Creek Park,Other,260 Dawes Rd,Toronto,M4C 5M8,1690,Square feet,100,0,24723.565857000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1087.8368977079999,14.62938986500458,NA,TCP,Outdoor Recreational Facilities
Traffic Control Signals,Other,Various Locations,Toronto,M5V 3C6,0,Square feet,168,0,14314.2,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629.82479999999998,NA,NA,TCSIG,Traffic Signals
True Davidson Acres,Long-term care,200 Dawes Rd,Toronto,M4C 5M8,130082,Square feet,168,0,2596223.7774789999,kWh,415429.42820600001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,899395.46551841602,53.672440266352574,NA,TDA,Long Term Care Homes
Temp - St Lawrence Market North,Cultural facilities,125 The Esplanade,Toronto,M5E 1C3,0,Square feet,100,0,93605.708709999992,kWh,5284.6969700000009,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14106.72845654,NA,NA,TEMP-SLMN,Cultural Facilities
The Elms Pool and Community School,Indoor swimming pools,45 Golfdown Dr,Toronto,M9W 2H8,13885,Square feet,100,0,417200.99946199998,kWh,80506.965587999992,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170515.00893764797,91.256354674184848,NA,TEP,Indoor Swimming Pool
Thorncliffe,Public libraries,48 Thorncliffe Park Dr,Toronto,M4H 1J7,11034,Square feet,70,0,197561.28427,kWh,4744.6590900000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17660.102187980003,22.444288357431311,NA,TH,Public Libraries
Thistletown C.C,Community centres,925 Albion Rd,Toronto,M9V 1A6,44810,Square feet,100,0,368153.47737499996,kWh,90146.85294099999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186576.30506298997,29.453528667730446,NA,THISC,Community Centres
Toronto Island Filtration Plant,Other,446 Lakeshore Ave,Toronto,M2J 1X9,0,Square feet,168,0,10300.208011999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453.20915252799995,NA,NA,TIFP,Outdoor Recreational Facilities
Toronto Island Street Lighting,Street lighting,Lake Shore Ave.,Toronto,M5J 2W2,0,Square feet,70,0,94480.29,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4157.1327599999995,NA,NA,TISL,Streetlighting
Toronto Island Service Office,"Administrative offices and related facilities, including municipal council chambers",1 Lake Shore Ave,Toronto,M5J 2W2,20968,Square feet,70,0,50682.330502000004,kWh,13857.231954999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28420.190937037998,9.3938309430824809,NA,TISO,Administrative Offices
Toronto Island Service Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",0 Centre Isld,Toronto,M5J 2V3,34724,Square feet,70,0,23913.225089,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1052.181903916,0.68866849232340366,NA,TISY,Storage Facilities
Tournament Park Tennis,Other,30 Tournament Dr,Toronto,M2P 1K2,1259,Square feet,100,0,9661.9781180000009,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.12703719199999,7.6743593139334063,NA,TMP,Outdoor Recreational Facilities
The Mission Ground,Other,399 Merton St,Toronto,M4S 1B4,0,Square feet,100,0,2272.3933320000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.985306608000002,NA,NA,TMSG,Outdoor Recreational Facilities
Toronto Admin Office,"Administrative offices and related facilities, including municipal council chambers",281 Front St E,Toronto,M5A 4L2,54638,Square feet,70,0,192932.79,kWh,37509.566400000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79382.123256000006,10.778444186199366,NA,TOAO,Administrative Offices
Toronto Centre for the Arts,Performing arts facilities,5040 Yonge St,Toronto,M2N 6R8,177992,Square feet,100,0,1831704.411291,kWh,181021.01032299999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422724.70360727399,21.027378924850559,NA,TOCTR,Performing Arts Facilities
Todmorden Mills Butler Building,Indoor recreational facilities,67 Pottery Rd,Toronto,M4K 2B9,17707,Square feet,100,0,294788.63751699997,kWh,28810.704265,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67422.931111597994,33.824883381456644,NA,TODM,Indoor Recreational Facilities
Tam O'shanter Golf Course,Other,2461 Birchmount Rd,Toronto,M1T 2M6,4489,Square feet,100,0,132012.96142899999,kWh,18307.083529,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40408.958172685991,72.460855126351603,NA,TOGC,Outdoor Recreational Facilities
Topham Park Clubhouse,Indoor recreational facilities,1 Tiago Ave,Toronto,M4B 3J3,3283,Square feet,100,0,26946.915589,kWh,10330.169313,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20709.684287485998,41.425532123247457,NA,TOPH,Indoor Recreational Facilities
Totts Tot Lot,Other,1 Gradwell Dr,Toronto,M1M 2M9,0,Square feet,100,0,73.669600000000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2414624000000001,NA,NA,TOTTS,Outdoor Recreational Facilities
Thornhill Pumping Station,Facilities related to the pumping of water,1 Green Lane,Thornhill,L3T 7P7,1550,Square feet,168,1568.386,217542.21489999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9571.8574555999985,140.35040085541641,138.70509002624061,TPS,Water Pumping Facilities
Ted Reeve Arena,Indoor sports arenas,175 Main St,Toronto,M4E 2W2,40601,Square feet,100,0,1045715.174414,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46011.467674216001,25.756004324045222,NA,TRA,Indoor Sports Arena
Toronto Reference Library,Public libraries,789 Yonge St,Toronto,M4W 2G8,416025,Square feet,70,0,8020682.3899999997,kWh,399386.30147100001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1107750.1349401898,29.413944698771541,NA,TRL,Public Libraries
Train Storage Building,"Storage facilities where equipment or vehicles are maintained, repaired or stored",20 Centre Road,Toronto,M6R 2Z3,30849,Square feet,70,0,208122.14949099999,kWh,69340.832167,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140211.54737323397,30.475435411574278,NA,TSB,Storage Facilities
4005 Eglinton Ave W,Other,4005 Eglinton Ave W,Etobicoke,M9A 5H3,0,Square feet,168,0,25477.053738999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120.990364516,NA,NA,TSBPL,Outdoor Recreational Facilities
Traffic Services and Garage,Police stations and associated offices and facilities,9 Hanna Ave,Toronto,M6K 3E7,297988,Square feet,168,0,2870640.93,kWh,365609.73904700001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,817310.60771883,22.585818111627898,NA,TSGAR,Police Stations
Thomson Memorial Park,Other,1007 Brimley Rd,Toronto,M1P 3E8,0,Square feet,100,0,198244.13473000002,kWh,6047.8047069999993,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20153.092824349998,NA,NA,TSMP,Outdoor Recreational Facilities
Trinity Square Park,Other,19 Trinity Sq,Toronto,M5G 1B1,0,Square feet,100,0,66351.657544000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2919.4729319359999,NA,NA,TSP,Outdoor Recreational Facilities
Three Valley Park,Other,74 Three Valleys Dr,Toronto,M3A 3B8,0,Square feet,100,0,4268.6840000000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.82209599999999,NA,NA,TVP,Outdoor Recreational Facilities
Bathurst St,Other,Bathurst St,Toronto,M5V 3C1,0,Square feet,168,0,2733.9009769999998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.29164298799998,NA,NA,TWBATHURST,Water Misc Service
Steelcase Rd,Other,Steelcase Rd,Toronto,M5V 3C6,0,Square feet,168,0,1856.5526149999998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.688315059999994,NA,NA,TWSTLCASE,Water Misc Service
Unknown,Other,55 John Street,Toronto,M5V 3C6,0,Square feet,168,0,277259.390701,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12199.413190843999,NA,NA,TWWPCUNK-01,Water Misc Service
Toryork Office,Fire stations and associated offices and facilities,40 Toryork Dr,Toronto,M9L 1X6,42625,Square feet,168,0,686891.28799999994,kWh,132036.23517899998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279771.70116030995,48.815657709963006,NA,TYO,Fire Stations
University Avenue Islands,Other,University Ave.,Toronto,M5V 3C6,0,Square feet,100,0,22398.746528,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,985.54484723199994,NA,NA,UAI,Outdoor Recreational Facilities
Union Station,Other,61 Front St. W.,Toronto,M5J 1E5,779167,Square feet,168,0,14253404.804194,kWh,226978.52996700001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3329756.0732307499,40.310428882453344,NA,UNION,Transportation Hub
