Operation Name,Operation Type,Address,City,Total Floor Area,Avg hrs per wk,Annual Flow,Electricity,Natural Gas,GHG Emissions,Energy Intensity
Coxwell Subway Stn,Other,351 Strathmore Blvd Unit Coxstn,Toronto,0,168,0,488207.0169,0,"17,575",
Danforth Substation,Other,2357 Danforth Ave,Toronto,0,168,0,4599981.212,0,"165,599",
Davisville Garage & Shop,Other,1900 Yonge St,Toronto,60,70,0,5113304.186,142420.2432,"454,633","110,280.30"
Davisville Substation,Other,1868 Yonge St,Toronto,0,168,0,3957852.612,0,"142,483",
Davisville Subway Stn,Other,1900 Yonge St Stn N Ptfm,Toronto,0,168,0,712262.02,0,"25,641",
Delaware Substation,Other,215 Delaware Ave,Toronto,0,168,0,9939379.09,0,"357,818",
Don Mills Substation,Other,1700 Sheppard Ave,Toronto,0,168,0,5387243.097,0,"193,941",
Donlands Subway Stn,Other,20 Donlands Ave Unit Donstn,Toronto,0,168,0,414621.8338,0,"14,926",
Dufferin Subway Stn,Other,1010 Dufferin St Unit Dufstn,Toronto,0,168,0,587386.7454,0,"21,146",
Duncan  Substation,Other,29 Nelson St,Scarborough,0,168,0,5671464.407,0,"204,173",
Dundas Subway Stn,Other,2 Dundas St W,Toronto,0,168,0,565552.5329,0,"20,360",
Dundas W Subway Stn,Other,2370 Dundas St W,Toronto,0,168,0,878876.3909,0,"31,640",
Dupont Subway Stn,Other,278 Dupont St,Toronto,0,168,0,497122.4309,0,"17,896",
Eglington Subway Stn,Other,2250 Yonge St,Toronto,0,168,0,1416866.741,0,"51,007",
Eglinton Garage,Other,38 Comstock Rd,Scarborough,120986,70,0,2782810.299,224561.9271,"526,779",42.6
Eglinton West Subway Stn,Other,1300 Eglinton Ave W,Toronto,0,168,0,1019034.729,0,"36,685",
Ellesmere Substation,Other,1025 Ellesmere Rd,Scarborough,0,168,0,4814817.398,0,"173,333",
Fairholme Substation,Other,665 Lawrence Ave W,North York,0,168,0,10201458.87,0,"367,253",
Finch Substation,Other,26 Hendon Ave,North York,0,168,0,9005434.421,0,"324,196",
Glenayr Substation,Other,4 Glenayr Rd,Toronto,0,168,0,4188906.694,0,"150,801",
Glencairn Subway Stn,Other,777 Glencairn Ave,Toronto,0,168,0,501877.4346,0,"18,068",
Granby Substation,Other,21 Granby St,Toronto,0,168,0,8313990.653,0,"299,304",
Greenwood Substation,Other,137 Strathmore Blvd,Toronto,0,168,0,9723495.462,0,"350,046",
Greenwood Subway Stn,Other,680 Greenwood Ave,Toronto,0,168,0,381823.3788,0,"13,746",
Harbourfront Substation,Other,410 Queens Quay W Unit Rear,Toronto,0,168,0,1813301.789,0,"65,279",
High Park Subway Stn,Other,23 Quebec Ave,Toronto,0,168,0,499373.649,0,"17,977",
Hillcrest Substation,Other,1138 Bathurst St,Toronto,0,168,0,21474110.03,0,"773,068",
"Hillcrest, Gunn, Bathurst Garage",Other,1138 Bathurst St,Toronto,0,70,0,2418760.717,911137.8494,"1,817,955",
Indian Grove Substation,Other,147 Indian Grove,Toronto,0,168,0,8059180.442,0,"290,130",
Islington Substation,Other,1230 Islington Ave,Etobicoke,0,168,0,7697799.8,0,"277,121",
Islington Subway Stn,Other,3286 Bloor St W,Etobicoke,0,100,0,78650.08,0,"2,831",
Jane Substation,Other,268 Armadale Ave,Toronto,0,168,0,4152567.755,0,"149,492",
Jane Subway Stn,Other,17 Jane St,Toronto,0,168,0,618891.4222,0,"22,280",
Keele Subway Stn,Other,29 Keele St,Toronto,0,168,0,753645.2891,0,"27,131",
Kennedy Substation,Other,2455 Eglinton Ave E,Scarborough,0,168,0,8783889.431,0,"316,220",
King Subway Stn,Other,5 King St W Unit King,Toronto,0,168,0,573365.5476,0,"20,641",
Kipling Substation,Other,25 St Albans Rd,Etobicoke,0,168,0,4870093.704,0,"175,323",
Lakeshore Garage & Shop,Other,580 Commissioners St,Toronto,0,70,0,2155004.379,128039.7434,"320,816",
Lakeshore Substation,Other,3236 Lake Shore Blvd W,Etobicoke,0,168,0,155247.9257,0,"5,589",
Lansdowne Substation,Other,587 Lansdowne Ave,Toronto,0,168,0,1598516.35,0,"57,547",
Lansdowne Subway Stn,Other,546 Lansdowne Ave Stn Lands,Toronto,0,168,0,461011.8895,0,"16,596",
Lawrence East Substation,Other,2444 Lawrence Ave E,Scarborough,0,168,0,1108084.339,0,"39,891",
Lawrence Substation,Other,3038 Yonge St,Toronto,0,168,0,6782854.865,0,"244,183",
Lawrence Subway Stn,Other,3050 Yonge St Unit Sublaw,Toronto,0,168,0,3369673.096,0,"121,308",
Leslie  Substation,Other,1209 Sheppard Ave E,North York,0,168,0,5822253.774,0,"209,601",
Lippincott Substation,Other,386 Lippincott St,Toronto,0,168,0,1002201.389,0,"36,079",
Long Branch Substation,Other,3842 Lake Shore Blvd W,Etobicoke,0,168,0,119029.7302,0,"4,285",
Main Street Subway Stn,Other,321 Main St Unit Mn Stn,Toronto,0,168,0,714542.3178,0,"25,724",
Malvern Garage & Shop,Other,5050 Sheppard Ave E,Scarborough,574125,70,0,4514521.904,0,"162,523",7.9
McCowan Substation,Other,1275 Mccowan Rd,Scarborough,0,168,0,3344165.117,0,"120,390",
Museum Subway Stn,Other,96 Queens Park Ave,Toronto,0,168,0,282868.6819,0,"10,183",
North York Ctr Subway Stn,Other,5110 Yonge St Unit Upmt,North York,0,168,0,604306.9235,0,"21,755",
Oakvale Substation,Other,400 Greenwood Ave Near Oakval,Toronto,0,168,0,24029734.74,397529.8445,"1,620,254",
Orde Substation,Other,16 Orde St,Toronto,0,168,0,5520388.067,0,"198,734",
Osgoode Subway Stn,Other,300 University Ave Unit Osg,Toronto,0,168,0,404269.4127,0,"14,554",
Ossington Substation,Other,137 Winona Dr,Toronto,0,168,0,1727239.924,0,"62,181",
Ossington Subway Stn,Other,750 Ossington Ave Stn Ossn,Toronto,0,168,0,853185.4125,0,"30,715",
Pape Subway Stn,Other,735 Pape Ave Unit Papstn,Toronto,0,168,0,747403.0754,0,"26,907",
Park Hill Substation,Other,1300 Eglinton Ave W,Toronto,0,168,0,4231679.644,0,"152,340",
Pleasant Substation,Other,14 Pleasant Blvd,Toronto,0,168,0,8500725.128,0,"306,026",
Prince Edward Substation,Other,339 Prince Edward Dr,Etobicoke,0,168,0,10123148.24,0,"364,433",
Queen St W Subway Station,Other,1 Queen St W Stn Queen,Toronto,0,168,0,592123.3295,0,"21,316",
Queens Park Subway Stn,Other,130 College St Near Qun Pk,Toronto,0,168,0,449492.1871,0,"16,182",
Queensway Garage & Shop,Other,400 Evans Ave,Etobicoke,0,70,0,2552553.527,332458.5706,"723,460",
Richmond Substation,Other,33 Richmond St E,Toronto,0,168,0,16813080.05,0,"605,271",
Roncesvalles Substation,Other,30 Roncesvalles Ave,Toronto,0,168,0,9970656.048,114557.6968,"576,568",
Rosedale Subway Stn,Other,5 Crescent Rd Stn Rosedl,Toronto,0,168,0,269653.2928,0,"9,708",
Runnymede Rd Unit Loop,Other,Runnymede Rd and Dundas St W,Toronto,0,168,0,12674.61387,0,456,
Runnymede Subway Stn,Other,261 Runnymede Rd Stn Runny,Toronto,0,168,0,482875.4968,0,"17,384",
Russell Substation,Other,1357 Queen St E,Toronto,0,168,0,5142144.891,53700.96414,"287,132",
Sheppard West Substation,Other,1035 Sheppard Ave W,North York,0,168,0,5801968.602,0,"208,871",
Sheppard Yonge Substation,Other,2 Sheppard Ave W,North York,0,168,0,7891167.653,0,"284,082",
Sherbourne Subway Stn,Other,625 Sherbourne St Unit Substn,Toronto,0,168,0,432542.4821,0,"15,572",
Spadina North Subway Stn,Other,85 Spadina Rd,Toronto,0,168,0,468307.9815,0,"16,859",
Spadina Subway Stn,Other,6 Spadina Rd Stn Spad,Toronto,0,168,0,901954.3561,0,"32,470",
St Andrew Subway Stn,Other,160 King St W Unit Stn St,Toronto,0,168,0,321950.7444,0,"11,590",
St Clair Subway Stn,Other,15 St Clair Ave E Stn Sub,Toronto,0,168,0,1024515.254,0,"36,883",
St Clair West Subway Stn,Other,370 St Clair Ave W,Toronto,0,168,0,2292765.346,0,"82,540",
St George Subway Stn,Other,11 Bedford Rd Stn St Geo,Toronto,0,168,0,1365376.19,0,"49,154",
St Patrick Subway Stn,Other,220 Dundas St W Stn St Pat,Toronto,0,168,0,380251.1859,0,"13,689",
Sumach Substation,Other,23 Sumach St,Toronto,0,168,0,1561064.843,0,"56,198",
Summerhill Subway Stn,Other,20 Shaftesbury Ave Stn Sum,Toronto,0,168,0,267044.1856,0,"9,614",
Town Centre Substation,Other,290 Borough Dr,Scarborough,0,168,0,1752666.17,0,"63,096",
Townsley Substation,Other,1840 St Clair Ave W Near Tnwley,Toronto,0,168,0,1280635.657,0,"46,103",
Trinity Substation,Other,115 Shaw St,Toronto,0,168,0,3173061.643,0,"114,230",
TTC Various Locations,Other,Various Locations Unit Ttc,Toronto,6,168,0,31592.39147,0,"1,308","1,211.50"
TTC Various Locations,Other,Various Locations Unit Ttc,Toronto,6,168,0,31592.39147,0,"1,308","1,211.50"
Union Subway Stn,Other,58 Front St W,Toronto,0,168,0,1722712.046,0,"62,018",
Victoria Park Subway Stn,Other,777 Victoria Park Ave,East York,0,168,0,8453294.553,0,"304,319",
Warden Substation,Other,701 Warden Ave,Scarborough,0,168,0,7575005.044,0,"272,700",
Warden Subway Stn,Other,701 Warden Ave,Scarborough,0,168,0,42758.55273,0,"1,539",
Wellesley St E Subway Stn,Other,10 Wellesley St E Unit Stn,Toronto,0,168,0,467349.7141,0,"16,825",
Wilson Subway Stn,Other,570 Wilson Ave,North York,0,168,0,42185277.69,655442.3052,"2,763,807",
Woodbine Subway Stn,Other,995 Woodbine Ave Unit Stn,Toronto,0,168,0,662883.8989,0,"23,864",
York Mills Substation,Other,1 York Mills Rd Unit Mills,North York,0,168,0,5702759.551,0,"205,299",
Yorkdale Subway Stn,Other,250 Ranee Ave,North York,0,168,0,632877.0638,0,"22,784",
0 Parkside Dr Pole 140,Other,0 Parkside Dr Pole 140,Toronto,1,168,0,1817.868348,0,65,"1,817.90"
101 Old Sheppard,Other,101 Old Sheppard Ave,North York,1,168,0,6098.599121,0,220,"6,098.60"
1699 Lake Shore Blvd W,Other,1699 Lake Shore Blvd W,Toronto,1,168,0,10064.71509,0,362,"10,064.80"
1739 Bayview,Other,1739 Bayview Ave,East York,1,168,0,911.421499,0,33,911.4
279 Wilson Heights Blvd,Other,279 Wilson Heights Blvd,North York,1,168,0,593.200951,0,21,593.2
29 Old Mill Terr,Other,29 Old Mill Terr,Etobicoke,1,168,0,58888.813,0,"2,120","58,889.10"
33A Riverwood Pky,Other,33A Riverwood Pky,Etobicoke,1,168,0,9982.986,0,359,"9,983.00"
480 Mill Rd,Other,480 Mill Rd,Etobicoke,1,168,0,67555.44225,0,"2,432","67,555.70"
8001 Finch,Other,8001 Finch,Scarborough,1,168,0,3216.340902,0,116,"3,216.40"
Bathurst St,Other,Bathurst St,Toronto,1,168,0,6573.210969,0,237,"6,573.20"
BAYVIEW RESERVOIR CARD,Other,8127 Bayview Ave,Thornhill,1,168,0,66759.15811,0,"2,403","66,759.40"
Dufferin Reservoir,Other,Dufferin Reservoir,Maple,635,168,0,182763.7242,0,"6,579",287.8
Edenbridge Sewage Blower,Other,261 Edenbridge Dr,Etobicoke,1,168,0,10147.2268,0,365,"10,147.30"
High Park - Lot Cytor,Other,1873 Bloor St W- Lot Cytor,Toronto,1,168,0,29946.26689,0,"1,078","29,946.40"
Riverwood Sewage Pumping Station,Other,115 Riverwood Pky,Etobicoke,1,168,0,24155.14454,0,870,"24,155.20"
Rosehill Reservoir,Other,Rosehill Reservoir,Toronto,2023,168,0,71044.86966,0,"2,558",35.1
Rouge Water Tank & Valve House,Other,8200 Sheppard Ave.E.,Scarborough,2142,168,0,192211.1553,0,"6,920",89.7
Spadina St Clair Reservoir,Other,301 St Clair Ave W Spad S/E,Toronto,678,168,0,233502.8863,0,"8,406",344.4
Steelcase Rd,Other,Steelcase Rd,Toronto,1,168,0,3578.605419,0,129,"3,578.60"
TW Various Locations,Other,0 Various Locations,Toronto,7,168,0,119088.294,0,"4,287","17,012.70"
Unknown,Other,55 John Street,Toronto,6,168,0,70262.4407,0,"2,529","11,710.50"
Woodward & Highland,Other,Woodward & Highland,Thornhill,1,168,0,4655.493763,0,168,"4,655.50"
WPC Service Chambers,Other,Various Locations,Toronto,48,168,0,391984.0768,0,"14,111","8,166.40"
WS Service Chambers,Other,Various Locations,Toronto,3,168,0,173582.7297,0,"6,249","57,861.20"
Yonge & Eglinton Water Mtr 31,Other,Yonge & Eglinton,Toronto,1,168,0,4416.484958,0,159,"4,416.50"
Armour Heights Pumping Station,Facilities related to the pumping of water,226 Wilson Ave,Toronto,5780,168,24155.99,3661969.253,0,"131,831",633.6
Bayview Pumping Station,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Eglinton Pumping Station,Facilities related to the pumping of water,885 Pharmacy Ave.,Scarborough,10075,168,34983.01,6914382.053,0,"248,918",686.3
Ellesmere Pumping Station,Facilities related to the pumping of water,2950 Ellesmere Rd,Scarborough,6243,168,87668.6,23157791.9,0,"833,681","3,709.40"
High Level Pumping Station,Facilities related to the pumping of water,25 Popular Plains Rd.,Toronto,46403,168,33577.33,10271604.86,0,"369,778",221.4
John Street Pumping Station,Facilities related to the pumping of water,28 John St,Toronto,112773,168,106167.78,44075600.88,0,"1,586,722",390.8
Keele Pumping Station,Facilities related to the pumping of water,4995 Keele St,North York,2745,168,42080.81,7289305.846,0,"262,415","2,655.50"
Kennedy Pumping Station,Facilities related to the pumping of water,148 Purcell Square,Scarborough,5360,168,30447.7,3280162.149,0,"118,086",612
Lawrence Pumping Station,Facilities related to the pumping of water,1150 Lawrence Ave.W.,North York,15629,168,20075.73,4565872.172,0,"164,371",292.1
Milliken Pumping Station,Facilities related to the pumping of water,4375 14th Ave,Markham,1,168,22005.49,4565773.805,0,"164,368","4,565,792.80"
Parkdale Pumping Station,Facilities related to the pumping of water,71 The Queensway,Toronto,11227,168,7734.47,2821833.624,0,"101,586",251.3
Richview Pumping Station,Facilities related to the pumping of water,551 Martin Grove Rd,Etobicoke,2357,168,59005.54,13894846.01,0,"500,214","5,895.20"
Rosehill Pumping Station,Facilities related to the pumping of water,240 Mt Pleasant,Toronto,1550,168,35742.68,10868367.2,0,"391,261","7,011.90"
Scarborough Pumping Station,Facilities related to the pumping of water,21 Fishleigh Dr,Scarborough,9160,168,15887.84,5473512.017,0,"197,046",597.5
St. Albans Pumping Station,Facilities related to the pumping of water,30 St.albans Rd,Etobicoke,3240,168,26267.75,4440235.144,0,"159,848","1,370.40"
Thornhill Pumping Station,Facilities related to the pumping of water,1 Green Lane,Thornhill,1550,168,1119.43,189373.4001,0,"6,817",122.2
W.H. Johnston Pumping Station,Facilities related to the pumping of water,1560 Royal York Rd,Etobicoke,1744,168,14569.22,2202779.975,0,"79,300","1,263.10"
West Toronto Pumping Station,Facilities related to the pumping of water,143 Old Weston Rd,Toronto,7739,168,27608.78,4454902.978,0,"160,377",575.6
F.J. Horgan Filtration Plant,Facilities related to the treatment of water,201 Copperfield Rd,Scarborough,325447,168,91798.4,39659854.37,250713.7364,"1,904,033",130
Island Filtration Plant,Facilities related to the treatment of water,446 Lakeshore Ave,Toronto,64196,168,87810,7770374.279,30048.6585,"336,817",126
R.C. Harris Filtration Plant,Facilities related to the treatment of water,1 Nursewood Rd.,Toronto,115368,168,121785.2,45890654.95,43380.56405,"1,734,473",401.7
R.L. Clark Filtration Plant,Facilities related to the treatment of water,1-45 Twenty Third St.,Etobicoke,401612,168,134418.5,54850774.51,62882.01395,"2,094,084",138.2
