Press TAB to move to input areas. Press UP or DOWN ARROW in column A to read through the document.,Energy Consumption and Greenhouse Gas Emissions Reporting - for 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Confirm consecutive 12-mth period (mth-yr to mth-yr),Jan/2015 - Dec/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sector,Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agency Sub-sector,Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organization Name,City of Toronto,"Please fill in the mandatory fields indicated in red, in addition to submitting data on your energy usage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operation Name,Operation Type,Address,City,Postal Code,Total Floor Area,Unit,Avg hrs/wk,Annual Flow (Mega Litres),Energy Type and Amount Purchased and Consumed in Natural Units,,,,,,,,,,,,,,,,,,,,,,Total (calculated in webform),,,,
,,,,,,,,,Electricity,,Natural Gas,,Fuel Oil 1 & 2,,Fuel Oil 4 & 6,,Propane,,Coal,,Wood,,District Heating,,,,District Cooling,,,,"GHG Emissions
(Kg)","Energy Intensity
(ekWh/sqft)","Energy Intensity
(ekWh/Mega Litre)",Building / Operation Identifier,Comments
,,,,,,,,,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Renewable?,"If Yes, enter Emission Factor",Quantity,Unit,Renewable?,"If Yes, enter Emission Factor",,,,,
Fire Station 415,Fire stations and associated offices and facilities,2120 Kipling Ave,Toronto,M9W 4K5,7804,Square feet,168,0,72784.78172,kWh,13394.32792,Cubic meter,,,,,,,,,,,,,,,,,,,"28,518",27.4,,FS415,Fire Stations
Fire Station 421,Fire stations and associated offices and facilities,6 Lambton Ave,Toronto,M6N 2S1,9461,Square feet,168,0,116383.3972,kWh,24865.33873,Cubic meter,,,,,,,,,,,,,,,,,,,"52,116",40.0,,FS421,Fire Stations
Fire Station 422,Fire stations and associated offices and facilities,590 Jane St,Toronto,M6S 4A6,7944,Square feet,168,0,59409.39282,kWh,19159.61269,Cubic meter,,,,,,,,,,,,,,,,,,,"38,826",32.9,,FS422,Fire Stations
Fire Station 423,Fire stations and associated offices and facilities,358 Keele St,Toronto,M6P 2K7,12335,Square feet,168,0,101017.8718,kWh,31773.4889,Cubic meter,,,,,,,,,,,,,,,,,,,"64,497",35.4,,FS423,Fire Stations
Fire Station 424,Fire stations and associated offices and facilities,462 Runnymede Rd,Toronto,M6S 2Z3,5866,Square feet,168,0,19971.16764,kWh,11214.00667,Cubic meter,,,,,,,,,,,,,,,,,,,"22,073",23.6,,FS424,Fire Stations
Fire Station 425,Fire stations and associated offices and facilities,83 Deforest Rd,Toronto,M6S 1J5,7955,Square feet,168,0,47876.00598,kWh,9971.17647,Cubic meter,,,,,,,,,,,,,,,,,,,"20,952",19.3,,FS425,Fire Stations
Fire Station 426,Fire stations and associated offices and facilities,140 Lansdowne Ave,Toronto,M6K 2V9,12486,Square feet,168,0,184150.2122,kWh,32809.39618,Cubic meter,,,,,,,,,,,,,,,,,,,"70,112",42.5,,FS426,Fire Stations
Fire Station 431,Fire stations and associated offices and facilities,308 Prince Edward Dr,Toronto,M8Y 3Z2,3907,Square feet,168,0,36457.25377,kWh,8068.029394,Cubic meter,,,,,,,,,,,,,,,,,,,"16,853",31.1,,FS431,Fire Stations
Fire Station 432,Fire stations and associated offices and facilities,155 The East Mall,Toronto,M8Z 5Y5,11765,Square feet,168,0,103061.4844,kWh,30771.51515,Cubic meter,,,,,,,,,,,,,,,,,,,"62,693",36.4,,FS432,Fire Stations
Fire Station 433,Fire stations and associated offices and facilities,615 Royal York Rd,Toronto,M8Y 2S8,5038,Square feet,168,0,101587.2312,kWh,14904.47059,Cubic meter,,,,,,,,,,,,,,,,,,,"32,639",51.4,,FS433,Fire Stations
Fire Station 434,Fire stations and associated offices and facilities,3 Lunness Rd,Toronto,M8W 4M2,5188,Square feet,168,0,26640.65081,kWh,11968.57943,Cubic meter,,,,,,,,,,,,,,,,,,,"23,793",29.5,,FS434,Fire Stations
Fire Station 435,Fire stations and associated offices and facilities,130 Eighth St,Toronto,M8V 3C6,6889,Square feet,168,0,83785.99337,kWh,11494.49974,Cubic meter,,,,,,,,,,,,,,,,,,,"25,411",29.8,,FS435,Fire Stations
Fire Station 441,Fire stations and associated offices and facilities,947 Martingrove Rd,Toronto,M9W 4V6,19472,Square feet,168,0,123029.6464,kWh,17871.18672,Cubic meter,,,,,,,,,,,,,,,,,,,"39,190",16.0,,FS441,Fire Stations
Fire Station 442,Fire stations and associated offices and facilities,2015 Lawrence Ave W,Toronto,M9N 3V5,15479,Square feet,168,0,192631.472,kWh,29714.61481,Cubic meter,,,,,,,,,,,,,,,,,,,"64,636",32.7,,FS442,Fire Stations
Fire Station 443,Fire stations and associated offices and facilities,1724 Islington Ave,Toronto,M9A 3N2,3929,Square feet,168,0,37361.84452,kWh,10573.42457,Cubic meter,,,,,,,,,,,,,,,,,,,"21,628",37.9,,FS443,Fire Stations
Fire Station 444,Fire stations and associated offices and facilities,666 Renforth Dr,Toronto,M9C 2N6,3929,Square feet,168,0,31760.6941,kWh,10078.43471,Cubic meter,,,,,,,,,,,,,,,,,,,"20,446",35.2,,FS444,Fire Stations
Fire Station 445,Fire stations and associated offices and facilities,280 Burnhamthorpe Rd,Toronto,M9B 1Z5,11765,Square feet,168,0,117010.2234,kWh,22158.72666,Cubic meter,,,,,,,,,,,,,,,,,,,"47,028",29.8,,FS445,Fire Stations
"Forensic Service, Store & Garage",Police stations and associated offices and facilities,2050 Jane St,Toronto,M3M 1A2,62484,Square feet,168,0,1582921.087,kWh,192022.6132,Cubic meter,,,,,,,,,,,,,,,,,,,"432,571",57.8,,FSSG,Police Stations
Fairview Mall,Public libraries,35 Fairview Mall Dr,Toronto,M3M 2G3,64670,Square feet,70,0,1407872.602,kWh,123780.0197,Cubic meter,,,,,,,,,,,,,,,,,,,"295,891",42.0,,FV,Public Libraries
Forestry W District Office,"Administrative offices and related facilities, including municipal council chambers",1 Bathurst St,Toronto,M5V 2N8,8999,Square feet,70,0,131287.9403,kWh,18488.83132,Cubic meter,,,,,,,,,,,,,,,,,,,"40,721",36.3,,FWDO,Administrative Offices
Faywood Park Tennis,Other,170 Faywood Blvd,Toronto,M3H 2Y1,0,Square feet,100,0,21260.7704,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,935,,,FWTC,Outdoor Recreational Facilities
Fort York,Public libraries,170 Fort York,Toronto,M5V 0E6,13000,Square feet,70,0,255741.1123,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"11,253",19.7,,FY,Public Libraries
Fort York Residence,Social housing,38 Bathurst St,Toronto,M5V 3W3,25995,Square feet,168,0,392263.3628,kWh,71729.54132,Cubic meter,,,,,,,,,,,,,,,,,,,"152,828",44.2,,FYR,Shelters & Housing
Gerrard Ashdale,Public libraries,1432 Gerrard St. E.,Toronto,M4L 1Z6,6501,Square feet,70,0,68462.06583,kWh,7902.790441,Cubic meter,,,,,,,,,,,,,,,,,,,"17,949",23.4,,GA,Public Libraries
Galloway Park,Other,90A Galloway Rd,Toronto,M1E 1W7,0,Square feet,100,0,612.753006,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,27,,,GALLOWP,Outdoor Recreational Facilities
Gamble Park,Other,150 Gamble Ave,Toronto,M4J 2P3,0,Square feet,100,0,5094.690194,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,224,,,GAMBLE,Outdoor Recreational Facilities
Geary Ave Parkette W.Pool,Other,15 Geary Av,Toronto,M6H 2B3,0,Square feet,100,0,3635.713383,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,160,,,GAPP,Outdoor Recreational Facilities
Gardiner Expressway,Street lighting,0 Gardiner Expressway,Toronto,M8Z 5T8,0,Square feet,70,0,1462388.161,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"64,345",,,GAREW,Streetlighting
George Bell Arena,Indoor sports arenas,215 Ryding Av,Toronto,M6N 3V4,41786,Square feet,100,0,782457.0344,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"34,428",18.7,,GEORA,Indoor Sports Arena
Greenfield Family Centre,Social housing,305 Greenfield Ave,Toronto,M2N 3E7,7384,Square feet,168,0,63038.66322,kWh,7159.572518,Cubic meter,,,,,,,,,,,,,,,,,,,"16,305",18.8,,GFC,Shelters & Housing
George Webster Clubhouse,Indoor recreational facilities,30-40 Chapman Ave,Toronto,M9P 1E5,1302,Square feet,100,0,2841.983347,kWh,2591.628863,Cubic meter,,,,,,,,,,,,,,,,,,,"5,023",23.2,,GGWC,Indoor Recreational Facilities
Goldhawk Park,Public libraries,295 Alton Towers Cir,Toronto,M1V 5E3,7998,Square feet,70,0,282220.503,kWh,15648.52605,Cubic meter,,,,,,,,,,,,,,,,,,,"41,993",55.9,,GHP,Public Libraries
Graydon Hall Tennis,Other,34 Karen Rd,Toronto,M3A 3L6,0,Square feet,100,0,9244.613406,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,407,,,GHT,Outdoor Recreational Facilities
Gibson House Museum,Cultural facilities,5172 Yonge St,Toronto,M2N 5P6,8364,Square feet,100,0,112430.4854,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"4,947",13.4,,GIBH,Cultural Facilities
Giltspur Park,Other,85 MAGELLAN DR,North York,M3L 1T2,0,Square feet,100,0,50.842401,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,2,,,GILPK,Outdoor Recreational Facilities
Gord & Irene Risk Arena & R.C,Indoor recreational facilities,2650 Finch Ave. W,Toronto,M9M 3A3,44304,Square feet,100,0,755873.4145,kWh,83533.43728,Cubic meter,,,,,,,,,,,,,,,,,,,"191,137",37.0,,GIRCA,Indoor Recreational Facilities
Glamorgan Park,Other,50 Antrim Crescent,Toronto,M1P 4T1,0,Square feet,100,0,20734.34854,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,912,,,GLAMOR,Outdoor Recreational Facilities
Glenlong C.C & A.I.R,Community centres,35 Glen Long Ave,Toronto,M6B 2M1,10236,Square feet,100,0,352772.1076,kWh,40531.65559,Cubic meter,,,,,,,,,,,,,,,,,,,"92,127",76.3,,GLENC,Community Centres
Glendora Park,Other,201 Glendora,Toronto,M2N 2W5,0,Square feet,100,0,3368.285418,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,148,,,GLENDO,Outdoor Recreational Facilities
Goulding Arena & R.C,Indoor recreational facilities,45 Goulding Ave,Toronto,M2M 1K8,43540,Square feet,100,0,668642.81,kWh,86619.66504,Cubic meter,,,,,,,,,,,,,,,,,,,"193,131",36.4,,GOULA,Indoor Recreational Facilities
Grange Park FH / WR,Other,317 Dundas St W,Toronto,M5T 1G4,1679,Square feet,100,0,11041.94318,kWh,3548.645334,Cubic meter,,,,,,,,,,,,,,,,,,,"7,193",28.9,,GPWR,Outdoor Recreational Facilities
Grandravine Arena & R.C,Indoor recreational facilities,25 Grandravine Dr,Toronto,M3J 1B3,33637,Square feet,100,0,619269.4816,kWh,83204.10577,Cubic meter,,,,,,,,,,,,,,,,,,,"184,504",44.5,,GRANA,Indoor Recreational Facilities
Grand River Sewage Pumping Station,Facilities related to the pumping of sewage,125 Grand River Blvd,Toronto,M1B 1G4,0,Square feet,168,33.25060057,0,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,214,,146.4,GRANDR,Sewage Pumping Facilities
Geary Ave Parkette,Other,160 Geary Av,Toronto,M6H 2B3,0,Square feet,100,0,2726.851161,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,120,,,GRAP,Outdoor Recreational Facilities
Grattan Park,Other,52 Grattan St,Toronto,M9N 3J5,0,Square feet,100,0,1322.975362,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,58,,,GRATTAN,Outdoor Recreational Facilities
Gracedale Park,Other,186 Gracedale Blvd,Toronto,M9L 2C1,0,Square feet,100,0,44009.12826,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,936",,,GRDP,Outdoor Recreational Facilities
Greenwood Park,Other,150 Greenwood Ave,Toronto,M4L 2P8,21130,Square feet,100,0,607664.5578,kWh,56705.7184,Cubic meter,,,,,,,,,,,,,,,,,,,"133,911",57.1,,GREE,Outdoor Recreational Facilities
Greenfield Park,Other,10 Wilmar Rd,Toronto,M9B 3R7,0,Square feet,168,0,2203.554968,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,97,,,GREEN,Outdoor Recreational Facilities
G. Ross Lord Park,Other,4801 Dufferin St,Toronto,M3H 5T3,6405,Square feet,100,0,4651.344706,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,205,0.7,,GRLP,Outdoor Recreational Facilities
Glen Rouge Park,Other,7540 Kingston Rd,Toronto,M1N 4G1,2013,Square feet,100,0,220161.0603,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"9,687",109.4,,GRP,Outdoor Recreational Facilities
Glen Stewart Av Park,Other,241 Glen Manor Rd,Toronto,M4E 1R9,0,Square feet,100,0,5268.203779,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,232,,,GSAP,Outdoor Recreational Facilities
Gihon Spring Pool,Other,75 Gihon Spring Dr,Toronto,M9V 4X6,1873,Square feet,100,0,22760.98296,kWh,3157,Cubic meter,,,,,,,,,,,,,,,,,,,"6,968",29.9,,GSP,Outdoor Recreational Facilities
Grafton Parkette,Other,19 Roncesvalles Ave,Toronto,M1A 3T7,0,Square feet,100,0,908.954171,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,40,,,GTP,Outdoor Recreational Facilities
Gus Ryder Pool and Health Club,Indoor swimming pools,1 Faustina Dr,Toronto,M8V 3L9,21097,Square feet,100,0,729884.3612,kWh,160294.2095,Cubic meter,,,,,,,,,,,,,,,,,,,"335,071",114.8,,GUSR,Indoor Swimming Pool
Giovanni Caboto Pool/Rink,Other,1369 St Clair Ave W,Toronto,M6E 1C5,55400,Square feet,100,0,768371.739,kWh,26077.23656,Cubic meter,,,,,,,,,,,,,,,,,,,"83,094",18.8,,GVC,Outdoor Recreational Facilities
Guildwood,Public libraries,123 Guildwood Pkwy,Toronto,M1E 4V2,3014,Square feet,70,0,33283.3692,kWh,2647.695653,Cubic meter,,,,,,,,,,,,,,,,,,,"6,469",20.3,,GW,Public Libraries
Gwendolen Park Tennis,Other,1 Gwendolen Cres,Toronto,M3A 3L6,1916,Square feet,100,0,44499.32824,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,958",23.2,,GWDP,Outdoor Recreational Facilities
Gzowski Monument,Cultural facilities,0 Lake Shore Blvd W Near Gzowsk,Toronto,M6S 5A3,0,Square feet,100,0,2726.776394,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,120,,,GZOW,Cultural Facilities
Habitant Arena,Indoor sports arenas,3383 Weston Rd,Toronto,M9M 2V9,26307,Square feet,100,0,379687.3757,kWh,63752.94127,Cubic meter,,,,,,,,,,,,,,,,,,,"137,199",40.0,,HABIA,Indoor Sports Arena
Halbert Park,Other,31 McCowan Rd,Toronto,M1M 3L7,3150,Square feet,100,0,8980.121251,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,395,2.9,,HALB,Outdoor Recreational Facilities
Art Eggleton Park,Other,326 Harbord St,Toronto,M6G 1H1,0,Square feet,100,0,1639.46082,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,72,,,HARBP,Outdoor Recreational Facilities
Harrison Pool,Indoor swimming pools,15 Stephanie St,Toronto,M5T 1B1,15263,Square feet,100,0,211205.0937,kWh,56515.49979,Cubic meter,,,,,,,,,,,,,,,,,,,"116,107",52.9,,HARRC,Indoor Swimming Pool
Harryetta Gardens,Other,170 Torresdale Ave,Toronto,M2R 3E3,0,Square feet,100,0,658.199929,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,29,,,HARRY,Outdoor Recreational Facilities
Harwood Hall Community Ctr,Community centres,85 Cayuga Ave,Toronto,M6N 2G4,4306,Square feet,100,0,24997.73879,kWh,10073.65956,Cubic meter,,,,,,,,,,,,,,,,,,,"20,139",30.5,,HARWC,Community Centres
Humber Bay,Public libraries,200 Parklawn Rd,Toronto,M8Y 3J3,2400,Square feet,70,0,38306.1081,kWh,2825.770054,Cubic meter,,,,,,,,,,,,,,,,,,,"7,026",28.4,,HB,Public Libraries
Sony Centre,Performing arts facilities,1 Front St. E.,Toronto,M5E 1B2,173084,Square feet,100,0,2565459.016,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"395,241",22.3,,HBC,Performing Arts Facilities
Humber Bay Life Stn,Police stations and associated offices and facilities,2233 Lakeshore Blvd,Toronto,M8V 1A1,1830,Square feet,168,0,71528.03243,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"3,147",39.1,,HBLS,Police Stations
Havenbrook Park Tennis,Other,15 Havenbrook Blvd,Toronto,M2J 1A3,1916,Square feet,100,0,41485.63022,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,825",21.7,,HBP,Outdoor Recreational Facilities
Humber Bay Park East,Other,2223 Lake Shore Blvd W.,Toronto,M8V 0B1,2551,Square feet,100,0,118892.2996,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"5,231",46.6,,HBPE,Outdoor Recreational Facilities
Baby Point Sewage Pumping Station,Facilities related to the pumping of sewage,61 Humberview Rd,Toronto,M6S 1W7,0,Square feet,168,233.5528215,60473.16344,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,661",,258.9,HBPS,Sewage Pumping Facilities
Humber Bay Park West,Other,2225 Lake Shore Blvd.W.,Toronto,M8V 0B1,3875,Square feet,100,0,85302.33198,kWh,6239.846969,Cubic meter,,,,,,,,,,,,,,,,,,,"15,547",39.0,,HBPW,Outdoor Recreational Facilities
Hillcrest,Public libraries,5801 Leslie St,Toronto,M2H 1J8,7470,Square feet,70,0,106233.5304,kWh,15351.66207,Cubic meter,,,,,,,,,,,,,,,,,,,"33,689",35.9,,HC,Public Libraries
Highland Creek Bwlng,Other,3400 Ellesmere Rd,Toronto,M1E 2P9,0,Square feet,100,0,0,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,56,,,HCB,Outdoor Recreational Facilities
Hollis Childcare Centre,Other,1 Hollis St,Toronto,M6M 4N1,5576,Square feet,100,0,87875.19029,kWh,14886.4471,Cubic meter,,,,,,,,,,,,,,,,,,,"32,002",43.9,,HCC,Child Care Facilities
Hillcrest Park,Other,25 Hillcrest Dr,Toronto,M4X 1E8,1604,Square feet,100,0,57325.38657,kWh,929.209558,Cubic meter,,,,,,,,,,,,,,,,,,,"4,279",41.9,,HCP,Outdoor Recreational Facilities
Highland Creek Treatment Plant,Facilities related to the treatment of sewage,51 Beechgrove Dr,Toronto,M1E 3Z3,255395,Square feet,168,60208,35381298.59,kWh,10405596.89,Cubic meter,,,,,,,,,,,,,,,,,,,"21,223,355",568.7,"2,412.1",HCTP,Sewage Treatment Facilities
Hendon Park,Other,50 Hendon Ave,Toronto,M2M 1A2,2056,Square feet,100,0,109900.7919,kWh,18.000001,Cubic meter,,,,,,,,,,,,,,,,,,,"4,870",53.5,,HDTC,Outdoor Recreational Facilities
Hideaway Park,Other,1 Audley Av Rr,Toronto,M4M 1P5,194,Square feet,100,0,2836.773506,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,125,14.6,,HDWP,Outdoor Recreational Facilities
Heron Park C.C,Community centres,292 Manse Rd,Toronto,M1E 3V4,52377,Square feet,100,0,1056144.35,kWh,95338.45161,Cubic meter,,,,,,,,,,,,,,,,,,,"226,660",39.4,,HEROC,Community Centres
Harbourfront Community Centre,Community centres,627 Queens Quay West,Toronto,M5V 3G3,123214,Square feet,100,0,1172509.972,kWh,107414.6141,Cubic meter,,,,,,,,,,,,,,,,,,,"254,604",18.7,,HFCC,Community Centres
Historic Fort York,Cultural facilities,100 Garrison Rd.,Toronto,M5V 3K9,22819,Square feet,100,0,817013.6707,kWh,38897.38636,Cubic meter,,,,,,,,,,,,,,,,,,,"109,465",53.8,,HFY,Cultural Facilities
Hickory Tree,Other,100 Hickory Tree Rd,Toronto,M6N 3W4,0,Square feet,100,0,15615.08414,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,687,,,HICKOR,Outdoor Recreational Facilities
Highview Park,Other,1859 Kingston Rd.,Toronto,M1N 2H7,0,Square feet,100,0,49625.08626,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,184",,,HIGHV,Outdoor Recreational Facilities
High Park,Other,0 Colborne Lodge Dr,Toronto,M6R 2Z3,0,Square feet,100,0,432708.0238,kWh,22552.21733,Cubic meter,,,,,,,,,,,,,,,,,,,"61,663",,,HIP,Outdoor Recreational Facilities
High Park Greenhouses,Other,15 High Park,Toronto,M6P 2R5,60386,Square feet,168,0,588021.8274,kWh,543583.4104,Cubic meter,,,,,,,,,,,,,,,,,,,"1,053,246",104.8,,HIPG,Greenhouses
High Park Tennis Club,Other,430 Parkside Dr,Toronto,M6R 2Z3,0,Square feet,100,0,45047.66418,kWh,7684.310588,Cubic meter,,,,,,,,,,,,,,,,,,,"16,505",,,HIPT,Outdoor Recreational Facilities
Highland Creek,Public libraries,3550 Ellesmere Rd,Toronto,M1C 4Y6,6997,Square feet,70,0,152340.5487,kWh,5918.000001,Cubic meter,,,,,,,,,,,,,,,,,,,"17,888",30.7,,HLC,Public Libraries
High Level Pumping Station,Facilities related to the pumping of water,25 Popular Plains Rd.,Toronto,M4V 2M7,46403,Square feet,168,47712.74,9671925.48,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"425,565",208.4,202.7,HLPS,Water Pumping Facilities
Health Office,"Administrative offices and related facilities, including municipal council chambers",662 Jane St,Toronto,M6N 4A7,2540,Square feet,70,0,11794.07548,kWh,973.349823,Cubic meter,,,,,,,,,,,,,,,,,,,"2,359",8.7,,HOJS,Administrative Offices
Horner Avenue Senior Centre,Indoor recreational facilities,320 Horner Ave,Toronto,M8W 2C2,4252,Square feet,100,0,13220.41758,kWh,7316.330873,Cubic meter,,,,,,,,,,,,,,,,,,,"14,410",21.3,,HORNC,Indoor Recreational Facilities
High Park Library,Public libraries,228 Roncesvalles Ave.,Toronto,M6R 2L7,9494,Square feet,70,0,138218.6984,kWh,17206.93449,Cubic meter,,,,,,,,,,,,,,,,,,,"38,603",33.7,,HP,Public Libraries
Hanlan's Point Buildings,Other,0 Hanlans Pt,Toronto,M5V 1A1,7524,Square feet,100,0,315265.2906,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"13,872",41.9,,HPB,Outdoor Recreational Facilities
High Park Ice Rink,Other,0 Colborne Lodge Dr,Toronto,M6R 2Z3,0,Square feet,100,0,403732.2146,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"17,764",,,HPIR,Outdoor Recreational Facilities
Humber Summit,Public libraries,2990 Islington Ave,Toronto,M9L 2K9,9042,Square feet,70,0,107629.72,kWh,9326.234285,Cubic meter,,,,,,,,,,,,,,,,,,,"22,362",22.8,,HS,Public Libraries
Huron St Plaground,Other,129 Lowther Av Huron Pgd,Toronto,M5R 2R3,0,Square feet,100,0,2272.386465,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,100,,,HSPG,Outdoor Recreational Facilities
Home Smith Park Wr,Other,100 Humber Blvd,Toronto,M6N 2H7,431,Square feet,100,0,13225.72013,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,582,30.7,,HSPW,Outdoor Recreational Facilities
Hodgson School,Other,276 Davisville Ave,Toronto,M4X 1E8,2874,Square feet,100,0,444658.5844,kWh,2521.515648,Cubic meter,,,,,,,,,,,,,,,,,,,"24,331",164.0,,HSSC,Outdoor Recreational Facilities
Harbour Square WR,Other,21A Queens Quay W,Toronto,M5J 2V3,829,Square feet,100,0,58791.36897,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,587",70.9,,HSWR,Outdoor Recreational Facilities
Hamilton Street Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",138 Hamilton St,Toronto,M4M 2E1,2756,Square feet,70,0,76454.54493,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"3,364",27.7,,HSY,Storage Facilities
Hickory Tree Lawn Fountain,Other,100 Hickory Tree Road,Toronto,M9N 1H7,0,Square feet,100,0,62814.16913,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,764",,,HTLF,Outdoor Recreational Facilities
HTO Park,Other,339 Queens Quay West,Toronto,M5V 1A2,0,Square feet,100,0,21775.87956,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,958,,,HTO,Outdoor Recreational Facilities
Humber Treatment Plant,Facilities related to the treatment of sewage,130 The Queensway,Toronto,M8Y 1H9,224869,Square feet,168,98174,65989939.07,kWh,1339106.859,Cubic meter,,,,,,,,,,,,,,,,,,,"5,434,469",356.3,816.2,HTP,Sewage Treatment Facilities
Humber Valley Rink,Other,50 Anglesey Blvd,Toronto,M9A 3B5,0,Square feet,100,0,193909.1929,kWh,9994.11384,Cubic meter,,,,,,,,,,,,,,,,,,,"27,421",,,HUMBR,Outdoor Recreational Facilities
HUSAR,Fire stations and associated offices and facilities,21 Old Eglinton,Toronto,M4A 0A2,11485,Square feet,168,0,236182.3285,kWh,30543.15852,Cubic meter,,,,,,,,,,,,,,,,,,,"68,119",48.6,,HUSAR,Fire Stations
Humber Valley Golf Course,Other,240 Albion Rd.,Toronto,M9W 2P1,4327,Square feet,100,0,70353.74739,kWh,45974.26146,Cubic meter,,,,,,,,,,,  ,0,  ,,,,,  ,"89,987",128.4,,HVGC,Outdoor Recreational Facilities
Humber Valley Gc Serv.bldg,Other,10 Armel Court,Toronto,M9W 6L4,4080,Square feet,100,0,55633.64844,kWh,0,Cubic meter,,,,,,,,,,,  ,0,  ,,,,,  ,"2,448",13.6,,HVSB,Outdoor Recreational Facilities
Hollywood Park Tennis,Other,75 Hollywood Ave.,Toronto,M4L 2K4,1668,Square feet,100,0,22881.67688,kWh,5390.260955,Cubic meter,,,,,,,,,,,,,,,,,,,"11,194",47.8,,HWTC,Outdoor Recreational Facilities
Hazeldean Park,Other,160 Rosedale Valley Rd,Toronto,M4W 3M4,0,Square feet,100,0,6362.494612,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,280,,,HZDP,Outdoor Recreational Facilities
Intelligence Bureau,Police stations and associated offices and facilities,30 Upjohn St,Toronto,M3B 1Y2,70547,Square feet,168,0,1637118.04,kWh,80668.75,Cubic meter,,,,,,,,,,,,,,,,,,,"224,497",35.3,,IB,Police Stations
Ingram Drive Transfer Station,Other,50 Ingram Dr,Toronto,M6M 2L6,112268,Square feet,70,0,1455285.918,kWh,63385.55397,Cubic meter,,,,,,,,,,,,,,,,,,,"183,831",18.9,,IDTS,Transfer Stations
Ivan Forrest Gardens,Other,131 Glen Manor Dr,Toronto,M4E 2X6,0,Square feet,100,0,1233.168552,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,54,,,IFGD,Outdoor Recreational Facilities
Iroquois Fieldhouse,Other,295 Chartland Blvd,Toronto,M1P 4N7,0,Square feet,100,0,6947.046047,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,306,,,IFH,Outdoor Recreational Facilities
Island Filtration Plant,Facilities related to the treatment of water,446 Lakeshore Ave,Toronto,M5J 2W2,64196,Square feet,168,78615,8415112.42,kWh,39376.76635,Cubic meter,,,,,,,,,,,,,,,,,,,"444,687",137.6,112.3,IFP,Water Treatment Facilities
