operation_name,operation_type,city,electricity_quantity,ghg_emissions_kg,year
Fire Station 321,Police Station,East York,105289.109242,53876.78151058105,2018
Fire Station 322,Police Station,Toronto,47289.372,30861.15231192435,2018
Fire Station 323,Police Station,Toronto,108988.179059,78338.01054838944,2018
Fire Station 324,Police Station,Toronto,57169.67686,42036.94803608026,2018
Fire Station 325,Police Station,Toronto,125354.586225,55416.10356717963,2018
Fire Station 331,Police Station,Toronto,81964.226846,49035.29804770487,2018
Fire Station 332,Police Station,Toronto,281311.085667,150654.76409905282,2018
Fire Station 333,Police Station,Toronto,127109.48206000001,66707.96956922428,2018
Fire Station 334,Police Station,Toronto,346143.16525799996,51415.30791544392,2018
Fire Station 335,Police Station,Toronto,86053.891793,23028.24582080858,2018
Fire Station 341,Police Station,Toronto,77088.575684,52736.75964985988,2018
Fire Station 342,Police Station,Toronto,24192.215750000003,23901.287394903324,2018
Fire Station 343,Police Station,Toronto,52679.783062,44550.92707025284,2018
Fire Station 344,Police Station,Toronto,68891.717935,44012.941419175,2018
Fire Station 345,Police Station,Toronto,119253.66608,80089.40841025347,2018
Fire Station 411,Police Station,North York,79637.110852,28613.98403938828,2018
Fire Station 412,Police Station,Etobicoke,73903.308617,42401.801530804376,2018
Fire Station 413,Police Station,Etobicoke,30906.696651,14334.216116447282,2018
Fire Station 415,Police Station,Etobicoke,67311.056409,22289.394728385632,2018
Fire Station 421,Police Station,Toronto,104843.72783199999,51605.113825606815,2018
Fire Station 422,Police Station,Toronto,62149.107412,33923.56581168001,2018
Fire Station 423,Police Station,Toronto,104212.37009099999,63276.571468046255,2018
Fire Station 424,Police Station,Toronto,38844.395424,18257.48827046808,2018
Fire Station 425,Police Station,Toronto,43547.229615000004,18573.925076409454,2018
Fire Station 426,Police Station,Toronto,159998.180521,66463.89626910682,2018
Fire Station 431,Police Station,Etobicoke,35928.118642,20033.467143779835,2018
Fire Station 432,Police Station,Etobicoke,103391.306952,55950.50420256163,2018
Fire Station 433,Police Station,Etobicoke,111407.992335,24433.0740773331,2018
Fire Station 434,Police Station,Etobicoke,27263.478019,21338.77787204704,2018
Fire Station 435,Police Station,Etobicoke,75670.548235,27258.28046957941,2018
Fire Station 441,Police Station,Etobicoke,121927.455679,37365.93877552342,2018
Fire Station 442,Police Station,Toronto,201878.463981,44226.59443858023,2018
Fire Station 443,Police Station,Etobicoke,38236.187485,18959.384325632713,2018
Fire Station 444,Police Station,Etobicoke,33160.992337,15129.322124141743,2018
Fire Station 445,Police Station,Etobicoke,119162.55703600001,39234.820850833545,2018
Fire Training Centre,Police Station,Scarborough,73605.490331,29666.117077939973,2018
HUSAR,Police Station,North York,233657.188259,56920.483017924984,2018
Rotherham Ave 15,Police Station,Toronto,158350.286337,57226.42526258232,2018
Toryork Office,Police Station,North York,679969.609846,235556.58041819514,2018
Allan Gardens,Other,Toronto,214202.719193,325517.3948259435,2018
Centennial Greenhouse,Other,Etobicoke,274793.938888,416311.68968371965,2018
Cloud Gardens,Other,Toronto,171801.83421300002,51802.21565468993,2018
High Park Greenhouses,Other,Toronto,578809.499582,984580.9315680796,2018
Riverlea Greenhouse,Other,Etobicoke,97700.794811,175578.26650726196,2018
Rockcliffe GreenHouse,Other,Toronto,85149.371198,173696.08851253253,2018
Agincourt Arena and R.C,Indoor recreational facilities,Scarborough,2141347.454774,765294.0086628458,2018
Antibes Park,Indoor recreational facilities,North York,392585.50688600005,138728.70651760843,2018
Beaches R.C,Indoor recreational facilities,Toronto,161322.83775900002,6452.913510360001,2018
Bennington Heights Clubhouse,Indoor recreational facilities,East York,4355.063121,4421.436169158211,2018
Broadlands R.C & A.I.R,Indoor recreational facilities,North York,368526.307186,57010.0591538614,2018
Centennial R.C (Ice Galaxy),Indoor recreational facilities,Scarborough,2364592.973258,581511.8136261173,2018
Davisville Park/Tennis,Indoor recreational facilities,Toronto,36303.067741,14024.115700803579,2018
Dovercourt B&G Club,Indoor recreational facilities,Toronto,114732.509032,4589.30036128,2018
East York Clubhouse,Indoor recreational facilities,Toronto,14697.132727,5247.500096679461,2018
East York Curling Club House,Indoor recreational facilities,Toronto,330393.063637,97757.89945845626,2018
Etobicoke Olympium,Indoor recreational facilities,Etobicoke,2506567.087419,1141351.262081524,2018
Fairfield Senior Centre,Indoor recreational facilities,Etobicoke,78740.246727,67377.83048165588,2018
Flemingdon RC & Pool,Indoor recreational facilities,North York,728492.068918,174014.98898177475,2018
George Webster Clubhouse,Indoor recreational facilities,Etobicoke,6705.048908000001,268.20195632,2018
Gord & Irene Risk Arena & R.C,Indoor recreational facilities,North York,737833.580718,182482.4091523867,2018
Goulding Arena & R.C,Indoor recreational facilities,North York,707248.465613,191446.85345305767,2018
Grandravine Arena & R.C,Indoor recreational facilities,North York,634993.123793,182188.88094432408,2018
Horner Avenue Senior Centre,Indoor recreational facilities,Etobicoke,25342.579166,10198.880271626871,2018
Islington Senior Centre,Indoor recreational facilities,Etobicoke,112515.618739,20359.369272253934,2018
Jimmie Simpson R.C,Indoor recreational facilities,Toronto,1095405.3213220001,433619.1211142647,2018
John Booth Arena & R.C,Indoor recreational facilities,North York,444853.452355,100744.575101888,2018
Joseph J. Piccininni R.C,Indoor recreational facilities,Toronto,1117362.288472,367653.32259828964,2018
L'Amoreaux C.C,Indoor recreational facilities,Scarborough,439474.492424,17578.97969696,2018
L'Amoreaux Park Yard,Indoor recreational facilities,Scarborough,52719.302187,2108.77208748,2018
L'Amoreaux Sports and Tennis,Indoor recreational facilities,Scarborough,1069328.71579,265555.2361053847,2018
Malvern R.C,Indoor recreational facilities,Scarborough,2533329.982839,483971.5363387598,2018
Markdale Rec & Daycare,Indoor recreational facilities,Toronto,5210.725577,8857.71759308,2018
Matty Eckler R.C,Indoor recreational facilities,Toronto,550506.9758060001,246244.08179590775,2018
McCormick R.C,Indoor recreational facilities,Toronto,1056331.176129,339757.5915645268,2018
Milliken Park Rec Center,Indoor recreational facilities,Scarborough,321597.091097,127468.13193998004,2018
Oriole Arena & R.C,Indoor recreational facilities,North York,1144864.6119670002,153967.18508451848,2018
Pelmo Park Tennis,Indoor recreational facilities,Toronto,100163.804922,21113.6492284695,2018
Pleasantview Arena & R.C,Indoor recreational facilities,North York,669516.091166,248714.2187499082,2018
Regent Park Aquatic Centre,Indoor recreational facilities,Toronto,1077114.878613,89405.12277727158,2018
Roding Arena & R.C,Indoor recreational facilities,North York,618094.2839500001,84271.71580689316,2018
St Albans Boys Club,Indoor recreational facilities,Toronto,293723.183563,161429.70996711715,2018
Stan Wadlow Clubhouse,Indoor recreational facilities,Toronto,81505.725001,60749.123576397404,2018
Todmorden Mills Butler Building,Indoor recreational facilities,Toronto,335376.86248799996,53906.29276542009,2018
Topham Park Clubhouse,Indoor recreational facilities,East York,24199.583006,13552.95158354003,2018
Trace Manes Clubhouse,Indoor recreational facilities,East York,84937.143939,39336.28435617643,2018
Trinity Comm Rec Ctr,Indoor recreational facilities,Toronto,628900.041176,422390.3865580778,2018
University Settlement House R.C,Indoor recreational facilities,Toronto,601751.925129,264564.72061618086,2018
W Acres Senior Ctr,Indoor recreational facilities,Etobicoke,28462.277319999997,14456.746246231152,2018
Whitlam Warehouse,Indoor recreational facilities,Etobicoke,49540.67025,68545.33112049066,2018
Willowdale Lawn Bowling,Indoor recreational facilities,North York,52044.760911,23725.56247799751,2018
Albion Arena,Indoor sports arenas,Etobicoke,389542.07064499997,99646.2706135282,2018
Amesbury Arena,Indoor sports arenas,Toronto,815010.4960609999,218735.23245516678,2018
Baycrest Arena,Indoor sports arenas,North York,413634.96752899996,131587.4237644686,2018
Bayview Arena,Indoor sports arenas,North York,379363.72775799996,113096.05800733414,2018
Central Arena,Indoor sports arenas,Etobicoke,1554326.548645,446709.7096003918,2018
Chris Tonks Arena,Indoor sports arenas,Toronto,521643.079367,122924.32965331283,2018
Cummer Arena,Indoor sports arenas,North York,1491895.492032,434110.0447376501,2018
Don MilIs Arena,Indoor sports arenas,North York,532795.446405,143943.05479451478,2018
Downsview Arena,Indoor sports arenas,North York,672507.9162260001,150118.8626007156,2018
East York Arena,Indoor sports arenas,Toronto,864049.5517749999,173233.9838738067,2018
Etobicoke Centennial Arena,Indoor sports arenas,Etobicoke,1481887.1260159998,175395.98336840706,2018
Fenside Arena,Indoor sports arenas,North York,384340.254956,113038.4864473295,2018
Flemingdon Arena,Indoor sports arenas,North York,440580.47077799996,66003.31485679283,2018
Forest Hill Memorial Arena,Indoor sports arenas,Toronto,1168520.2256,46740.809024,2018
George Bell Arena,Indoor sports arenas,Toronto,698892.7733329999,27955.710933319995,2018
Habitant Arena,Indoor sports arenas,North York,355181.48484800005,128390.02104001652,2018
Herbert Carnegie Centennial Arena,Indoor sports arenas,North York,852791.9952580001,294769.62171929504,2018
Lambton Park Arena,Indoor sports arenas,Toronto,498311.870765,64567.302137249455,2018
Long Branch Arena,Indoor sports arenas,Etobicoke,398481.633333,92531.5818349482,2018
Mimico Arena,Indoor sports arenas,Etobicoke,505880.322765,98422.59623891438,2018
Mitchell Field Arena,Indoor sports arenas,North York,897078.875029,158235.69686369685,2018
Moss Park Arena,Indoor sports arenas,Toronto,895681.2784569999,35827.25113828,2018
Phil White Arena,Indoor sports arenas,Toronto,881721.639713,76832.32719950496,2018
Pine Point Arena,Indoor sports arenas,Etobicoke,454190.871429,74655.99423207357,2018
Scarborough Arena Gardens,Indoor sports arenas,Scarborough,682087.89357,133768.83636191252,2018
Victoria Village Arena,Indoor sports arenas,North York,733110.551212,164127.77933018428,2018
York Mills Arena,Indoor sports arenas,North York,518489.966032,87145.7865783044,2018
Albion Comm Ctr & Pool,Indoor swimming pools,Etobicoke,411530.806203,321741.32229818805,2018
Douglas Snow Aquatic Center,Indoor swimming pools,North York,738764.749033,382269.5481543807,2018
Gus Ryder Pool and Health Club,Indoor swimming pools,Etobicoke,776641.4383329999,278299.1873662303,2018
Harrison Pool,Indoor swimming pools,Toronto,238237.29905499998,194969.99128980667,2018
John Innes Community Recreation Centre,Indoor swimming pools,Toronto,93199.5085,3727.98034,2018
Norseman Community School and Pool,Indoor swimming pools,Etobicoke,368529.748441,193359.07423130324,2018
S.H Armstrong R.C,Indoor swimming pools,Toronto,221590.441379,61928.168940251846,2018
The Elms Pool and Community School,Indoor swimming pools,Etobicoke,451451.499189,165603.7055910629,2018
Wallace-Emerson C.C,Indoor swimming pools,Toronto,990708.487968,270698.65018668456,2018
Dee Avenue Lab,Other,Toronto,1243577.964065,155346.08400861753,2018
Beare Road Landfill,Other,Scarborough,149547.389388,5981.89557552,2018
Brock West Landfill,Other,Pickering,190700.82742,7628.0330968,2018
Donlands Landfill,Other,Thornhill,39210.44815,1568.4179259999999,2018
Keele Valley Landfill,Other,Maple,2663916.512423,106556.66049692,2018
1 STRATHMORE BLVD,Other,Toronto,2400.257822,4539.04639797098,2018
100 Rosedale Valley,Other,Toronto,6591.414903,263.65659612,2018
113 Spadina Rd,Other,Toronto,38009.999588,1875.26207552,2018
134 Spadina Rd,Other,Toronto,18481.820206,18574.28906658019,2018
136 Spadina Rd,Other,Toronto,5283.209303,211.32837211999998,2018
161 Spadina Rd,Other,Toronto,3100.9391180000002,25075.019575707505,2018
17MILL,Other,North York,2937.429334,5148.35329981993,2018
1845 Kingston Rd,Other,Scarborough,298.762382,11.95049528,2018
235 DANFORTH,Other,Scarborough,61447.727897,2457.9091158799997,2018
3 STRATHMORE BLVD,Other,Toronto,1442.240764,4770.7054563367,2018
302 Horner Ave,Other,Etobicoke,1936.3361489999998,7340.60154532677,2018
388 EVANS AVE,Other,Etobicoke,6368.596,20729.16826548646,2018
40 Russell Hill Rd,Other,Toronto,11819.466677,11447.02478879888,2018
43 Edwin Ave,Other,Toronto,552.1514940000001,22.086059760000005,2018
50 Wabash,Other,Toronto,15631.037531000002,8901.890693517831,2018
567 ARLINGTON,Other,Toronto,22.578534,0.9031413600000001,2018
73 Spadina,Other,Toronto,2122.1076749999997,8770.56460573323,2018
Spadina Rd 35,Other,Toronto,16946.751512,5969.6612470775,2018
Bendale Acres,Long-term care,Scarborough,3381318.568323,1173613.4681965848,2018
Carefree Lodge,Long-term care,North York,1251597.415064,251457.78423776003,2018
Castleview Wychwood Towers,Long-term care,Toronto,5730762.310664001,672194.87229704,2018
Cummer Lodge,Long-term care,North York,4564828.701922,1388869.3272926945,2018
Fudger House,Long-term care,Toronto,1898266.78242,727748.8017732252,2018
Kipling Acres,Long-term care,Etobicoke,4345092.556065001,1196073.3609692599,2018
Lakeshore Lodge,Long-term care,Etobicoke,1571162.391645,439908.3814685135,2018
Seven Oaks,Long-term care,Scarborough,2586009.431258,897620.4652806952,2018
True Davidson Acres,Long-term care,Toronto,2546705.005393,844603.2222053818,2018
Wesburn Manor,Long-term care,Etobicoke,2033886.184989,842473.47820366,2018
10 Daventry Rd,Other,Scarborough,202.971342,8.118853679999999,2018
111 St Andrews Rd,Other,Scarborough,220.73546,8.8294184,2018
119 Annette Park Lighting,Other,Toronto,897.103266,35.88413064,2018
1231 Queen St W,Other,Toronto,2130.56543,85.2226172,2018
139 Marcos Blvd,Other,Scarborough,202.181577,8.08726308,2018
144 Balsam Ave,Other,Toronto,3230.5403499999998,129.221614,2018
170 Sumach Park,Other,Toronto,3696.076548,147.84306192,2018
18 Applebaum,Other,North York,2695.519906,107.82079624,2018
180 Roxborough,Other,Toronto,1091.568027,43.662721080000004,2018
200 Mount Olive Dr,Other,Etobicoke,6785.900002,271.43600008000004,2018
266 Besborough,Other,East York,52.908,2.11632,2018
295 Unwin Ave,Other,Toronto,16170.250954,646.81003816,2018
3001 McCowan Rd,Other,Scarborough,214.56176200000002,8.582470480000001,2018
3045 Brimley Rd,Other,Scarborough,186.17682499999998,7.447073,2018
3079 Kennedy Rd,Other,Scarborough,228.630188,9.14520752,2018
3084 Weston Rd,Other,North York,46611.349824000004,1864.4539929600003,2018
330 University Ave Fountain,Other,Toronto,79301.721871,3172.0688748400003,2018
34 Park  Home Ave - Lighting,Other,North York,4.149,0.16596,2018
3601 Eglinton Ave W,Other,Toronto,40276.883262999996,1611.0753305199999,2018
