operation_name,operation_type,city,electricity_quantity,ghg_emissions_kg,year
Queen's Park Outdoor Ltg,Other,Toronto,24684.504,1086.118176,2016
Queensway Park,Other,Toronto,46942.502258,2065.470099352,2016
Queensway Rink,Other,Toronto,57898.885034,12404.398956496,2016
R.C. Harris Filtration Plant,Water Treatment,Toronto,42773402.246451996,1945368.0403438879,2016
R.L. Clark Filtration Plant,Water Treatment,Toronto,54054084.125484,2505008.8509891657,2016
"Radio, Electronics and Telecom",Police Station,Toronto,119775.853803,6511.926629832,2016
Ralph Thornton Community Ctr,Community centres,Toronto,184580.692096,8121.550452224,2016
Ramsden Park,Other,Toronto,323412.679091,23207.451698013996,2016
Ramsden Yard,Storage,Toronto,150828.3324,181807.69430997,2016
Ravina Gardens,Other,Toronto,685.118187,30.145200228,2016
Rean Park,Other,Toronto,4467.62989,196.57571516,2016
Redlands Sewage Pumping Station,Sewage Pumping,Toronto,139414.070782,6134.219114408,2016
Regan Park,Other,Toronto,539.90445,23.755795799999998,2016
Regent Park Aquatic Centre,Indoor recreational facilities,Toronto,1110830.435484,84615.183636186,2016
Regent Park C.C,Community centres,Toronto,768352.800968,41117.688867592,2016
Regent Park Childcare Centre,Other,Toronto,317610.029419,13974.841294436,2016
Regent Park North R.C,Community centres,Toronto,30711.214347999998,1351.2934313119997,2016
Regent Park South Rink,Other,Toronto,338119.253333,14877.247146651998,2016
Rennie Park /Ice Rink,Other,Toronto,569228.0121,25046.0325324,2016
Rennie Park /Tennis,Other,Toronto,126743.78967499999,5576.7267457,2016
Rexdale,Public libraries,Toronto,53273.3266,13008.34671722,2016
Rexdale Community Hub,Administrative Offices,Toronto,1181768.580323,227953.05921818197,2016
Richmond Gardens Pool (outdoor),Other,Toronto,46889.720881,14897.963662993998,2016
Richview,Public libraries,Toronto,651655.392794,80070.700585456,2016
Richview Park,Other,Toronto,9017.429163,396.766883172,2016
Richview Pumping Station,Water Pumping,Toronto,12591393.784839,554021.326532916,2016
Ridge Park,Other,Toronto,2887.328833,127.042468652,2016
Rivercrest Rink,Other,Toronto,174653.988775,7684.7755061,2016
Riverdale,Public libraries,Toronto,159510.503956,39720.693421904,2016
Riverdale Farm,Cultural facilities,Toronto,65817.417137,23445.602062168,2016
Riverdale Park East,Other,Toronto,254244.983977,95040.28978650797,2016
Riverdale Park West,Other,Toronto,317237.137108,13973.731511311998,2016
Riverlea Greenhouse,Other,Toronto,106393.93543400001,173801.360882596,2016
Riverside Sewage Pumping Station,Sewage Pumping,Toronto,2129.069303,93.679049332,2016
Riverview Gdns Park,Other,Toronto,25122.608612,1105.3947789279998,2016
Riverwood Sewage Pumping Station,Other,Toronto,20577.915248,905.428270912,2016
Robertson House,Social housing,Toronto,547002.111117,215940.463800558,2016
Rockcliffe GreenHouse,Other,Toronto,88146.456388,164933.95736295197,2016
Rockcliffe Yard,Storage,Toronto,80195.927832,75807.742775238,2016
Roding Arena & R.C,Indoor recreational facilities,Toronto,613878.069416,77157.646606354,2016
Rosedale Park,Other,Toronto,205429.702638,11417.516438801998,2016
Rosegarden Park,Other,Toronto,14713.105591,647.3766460039999,2016
Rosehill Pumping Station,Water Pumping,Toronto,10401488.169032,457665.479437408,2016
Rosehill Reservoir,Other,Toronto,68082.356736,2995.6236963839997,2016
Roselawn Comm Tower,Other,Toronto,44677.455073,1965.8080232119999,2016
Roseneath Park,Other,Toronto,0,0,2016
Rosethorn Park,Other,Toronto,5581.822652,245.60019668799998,2016
Rosetta Mcclain Gardens,Other,Toronto,27337.951392000003,1202.869861248,2016
Rotary Peace Park,Other,Toronto,8758.837007,4327.265859777999,2016
Rotary Pool (outdoor),Other,Toronto,33854.920075,51559.4964833,2016
Rotherham Ave 15,Police Station,Toronto,184520.030195,55833.7853203,2016
Rouge Beach Park,Other,Toronto,19103.662504,840.561150176,2016
Rouge Water Tank & Valve House,Other,Toronto,238631.937413,10499.805246172,2016
Roundhouse Complex,Cultural facilities,Toronto,170724.178653,7511.863860732,2016
Roundhouse Park,Other,Toronto,24260.816050999998,1067.4759062439998,2016
Rowntree Mills Park,Other,Toronto,75927.99793499999,3340.8319091399994,2016
Roxborough Parkette,Other,Toronto,18094.929874,796.176914456,2016
Royalcrest Rink (outdoor),Other,Toronto,240811.126167,10595.689551348,2016
Roywood A.I.R,Other,Toronto,99725.42616,4387.91875104,2016
RT Commuter Lot,Parking garages,Toronto,49558.403276000005,2180.569744144,2016
Ruddington Park,Other,Toronto,2863.776,126.00614399999999,2016
Runnymede,Public libraries,Toronto,146071.441454,40735.265585295994,2016
Runnymede Park,Other,Toronto,34890.793882,1535.1949308079998,2016
Ryerson Community Park,Other,Toronto,153703.61217,6762.95893548,2016
S Walter Stewart,Public libraries,Toronto,409729.13580600003,62208.611327303995,2016
S.H Armstrong R.C,Indoor swimming pools,Toronto,230815.62912300002,61560.43929325199,2016
SADRA Park,Other,Toronto,456.95677600000005,20.106098144,2016
Salem Parkette,Other,Toronto,42941.019776,1889.404870144,2016
Sanderson,Public libraries,Toronto,170514.13903000002,50064.83988959,2016
Scadding Cabin,Cultural facilities,Toronto,9596.138025,422.23007309999997,2016
Scadding Court Community Ctr,Community centres,Toronto,934564.57,294495.0122,2016
Scarborough Animal Centre,Other,Toronto,341852.676919,130380.418234496,2016
Scarborough Arena Gardens,Indoor sports arenas,Toronto,740321.1857459999,141184.76564675398,2016
Scarborough Bluffs,Other,Toronto,15720.518908,691.702831952,2016
Scarborough Civic Centre,Administrative Offices,Toronto,6183959.802903,724703.7554896319,2016
Scarborough Pumping Station,Water Pumping,Toronto,4698092.651935,206716.07668514,2016
Scarborough Transfer Station,Other,Toronto,1443377.479032,195977.580118038,2016
Scarborough Village C.C,Community centres,Toronto,1139055.456452,229237.26719432801,2016
Scarborough Village Fieldhouse,Other,Toronto,8466.814,372.539816,2016
Scarborough West Office,Administrative Offices,Toronto,492873.18433200003,94975.850780658,2016
Scarlett Woods Golf Course,Other,Toronto,39676.088378,19192.460415441998,2016
Scott Westney House,Community centres,Toronto,129554.588571,5700.401897123999,2016
Seasons Park,Other,Toronto,5437.928972,239.26887476799996,2016
Seaton House,Social housing,Toronto,1425407.195993,870220.791516532,2016
Seneca Hill Park,Other,Toronto,10432.430287000001,459.026932628,2016
Seneca Village C.C,Community centres,Toronto,202076.650832,8891.372636608,2016
Sentinel Park Baseball,Other,Toronto,16933.64,745.08016,2016
Serena Gundy Park,Other,Toronto,20240.382246999998,890.5768188679998,2016
Seven Oaks,Long-term care,Toronto,2797144.4032260003,904011.3633465839,2016
Seven Oaks Tennis,Other,Toronto,6968.753534,306.625155496,2016
Sewells Rd Sewage Pumping Station,Sewage Pumping,Toronto,67197.042291,2956.669860804,2016
Sherbourne Common North Park,Other,Toronto,10839.179435,476.92389513999996,2016
Sherwood Park,Other,Toronto,106154.294231,4670.788946164,2016
Sidney Belsey Cres,Street lighting,Toronto,6921.615533,304.551083452,2016
Signs & Flashing Beacons,Other,Toronto,17970.328858,790.694469752,2016
Silver Birch Ave Sewage Pumping Station,Sewage Pumping,Toronto,285.424158,12.558662951999999,2016
Sir Adam Beck,Community centres,Toronto,1292.867954,19875.048658254,2016
Sir Adam Beck,Community centres,Toronto,1292.867954,19875.048658254,2016
Sir Adam Beck Rink,Other,Toronto,227667.87464000002,24578.19329548,2016
Sir Winston Churchill Pk,Other,Toronto,60281.793067,13434.636759458,2016
Sisken Trail Park,Other,Toronto,599.043278,26.357904232,2016
Sixth St Garage,Storage,Toronto,8365.805849999999,17525.099441939998,2016
Smithfield Pool (outdoor),Other,Toronto,24029.0796,16948.782146129997,2016
Smythe Park,Other,Toronto,74084.713019,28612.187372836,2016
Sony Centre,Performing arts facilities,Toronto,2420073.906129,440002.4664931271,2016
Spadina Marina Museum,Cultural facilities,Toronto,74893.968,3295.3345919999997,2016
Spadina Rd 35,Other,Toronto,11353.551311000001,5827.242506253999,2016
Spadina Road,Public libraries,Toronto,66072.71329300001,16066.698979112,2016
Spadina Road Parkette,Other,Toronto,5940.463602999999,261.38039853199996,2016
Spadina St Clair Reservoir,Other,Toronto,149883.209375,6594.8612125,2016
Spandina House Museum,Cultural facilities,Toronto,88921.563647,109719.66651620799,2016
Spenvalley Park T.C,Other,Toronto,115.17360000000001,5.0676384,2016
St Albans Boys Club,Indoor recreational facilities,Toronto,291861.364115,160350.08390188,2016
St Andrew's Playground,Other,Toronto,9713.178602,427.37985848799997,2016
St Clair Comm Tower,Other,Toronto,67061.499317,2950.7059699479996,2016
St Clair Gardens - ele,Other,Toronto,2981.551626,131.188271544,2016
St Clair Silverthorn,Public libraries,Toronto,28910.646365,4659.82350439,2016
St Hilda Parkette,Other,Toronto,1328.200183,58.440808051999994,2016
St James Town,Street lighting,Toronto,1002.424233,44.106666252,2016
St James Town C.C.,Community centres,Toronto,960132.2574189999,366356.253803846,2016
St Jamestown West Park,Other,Toronto,1827.8331589999998,80.42465899599999,2016
St Lawrence,Public libraries,Toronto,42611.260331,1874.8954545639997,2016
St Lawrence C.C,Community centres,Toronto,931605.2903229999,559379.835637562,2016
St Lawrence Centre,Performing arts facilities,Toronto,1840837.5894819999,346946.3004609924,2016
St Lawrence Hall,Administrative Offices,Toronto,1044663.3135480001,159504.508274442,2016
St Lawrence Market North,Cultural facilities,Toronto,133912.508322,69017.149777488,2016
St Lawrence Market South,Cultural facilities,Toronto,5230568.445161,579799.744634704,2016
St. Albans Pumping Station,Water Pumping,Toronto,4817436.234516,211967.19431870402,2016
St. Marks Childcare Centre,Other,Toronto,10531.513092000001,463.386576048,2016
Stan Wadlow Clubhouse,Indoor recreational facilities,Toronto,89096.62003399999,55652.523754425994,2016
Stan Wadlow Park,Other,Toronto,1349.098497,59.360333868,2016
Stanley C.C,Community centres,Toronto,196748.952513,52166.582487462,2016
Stanley Park,Other,Toronto,14340.216418000002,9193.072801142001,2016
Stanley Park - Baseball Diamond,Other,Toronto,44675.26751400001,1965.7117706160002,2016
Starry Park,Other,Toronto,390.30981699999995,17.173631947999997,2016
Station #10,Ambulance Station,Toronto,66199.49654000001,23492.005047759998,2016
Station #11,Ambulance Station,Toronto,36551.858911,25479.795452204,2016
Station #12,Ambulance Station,Toronto,35413.534601,2274.505522444,2016
Station #13,Ambulance Station,Toronto,28687.393901,18020.400469144002,2016
Station #14,Ambulance Station,Toronto,55607.653554,11784.151818875998,2016
Station #18,Ambulance Station,Toronto,60512.944705999995,29288.867164894,2016
Station #21,Ambulance Station,Toronto,40679.359817,21791.017644448,2016
Station #22,Ambulance Station,Toronto,40959.910858,9738.686555582,2016
Station #24,Ambulance Station,Toronto,24846.674092,12932.728828688,2016
Station #28,Ambulance Station,Toronto,44149.087316,23312.609900673997,2016
Station #30 & Garage & Office,Ambulance Station,Toronto,216195.513838,108926.67013479199,2016
Station #31,Ambulance Station,Toronto,41486.660486,12707.254827424,2016
Station #32,Ambulance Station,Toronto,22241.469008999997,9220.208127935999,2016
Station #33,Ambulance Station,Toronto,32040.749807,11220.769094338,2016
Station #34,Ambulance Station,Toronto,60425.589676,62829.071269574,2016
Station #37,Ambulance Station,Toronto,45334.977747,14658.547740528,2016
Station #38,Ambulance Station,Toronto,85738.29909399999,37608.691136785994,2016
Station #39,Ambulance Station,Toronto,40282.093609,1772.412118796,2016
Station #40,Ambulance Station,Toronto,176786.510595,38878.11669342,2016
Station #41,Ambulance Station,Toronto,106103.97265699999,34460.838642867995,2016
Station #42,Ambulance Station,Toronto,138750.337357,31359.879023707996,2016
Station #45,Ambulance Station,Toronto,82481.228426,24512.733462004002,2016
Station #46,Ambulance Station,Toronto,20245.645142,15670.415910538,2016
Station #47,Ambulance Station,Toronto,39809.088133,9714.731111461999,2016
Station #52,Ambulance Station,Toronto,719010.502111,206673.437624624,2016
Station #54,Ambulance Station,Toronto,63823.892999,33288.320564265996,2016
Steelcase Rd,Other,Toronto,3276.0517940000004,144.14627893600002,2016
Steeles,Public libraries,Toronto,95478.341919,14363.820455646,2016
Stephenson Park,Other,Toronto,21636.818109,952.019996796,2016
Strachan Sewage Pumping Station,Sewage Pumping,Toronto,210083.09968699998,20932.369328007997,2016
Strathburn Park,Other,Toronto,5320.2494019999995,234.09097368799996,2016
Streetlighting East York,Street lighting,Toronto,4591291.72129,202016.83573675997,2016
Streetlighting Etobicoke,Street lighting,Toronto,18770788.081723,825914.675595812,2016
Streetlighting North York,Street lighting,Toronto,31384172.074839,1380903.5712929158,2016
Streetlighting Scarborough,Street lighting,Toronto,29074315.968709998,1279269.90262324,2016
Streetlighting Toronto,Street lighting,Toronto,29011832.287468,1276520.620648592,2016
Streetlighting York,Street lighting,Toronto,4616660.393871,203133.057330324,2016
Sugar Beach Park,Other,Toronto,22853.568847,1005.5570292679998,2016
Summerlea Rink,Other,Toronto,228890.62300000002,10071.187412000001,2016
Sunnybrook Park,Community centres,Toronto,665346.947592,148699.828119678,2016
Sunnybrook Stable,Other,Toronto,55804.491871,6956.996593753998,2016
Sunnydale Rink (outdoor),Other,Toronto,246708.01930599997,31947.454805714,2016
Sunnyside Park,Other,Toronto,473545.17400799994,176636.05268206197,2016
Sunnyside Sewage Pumping Station,Sewage Pumping,Toronto,91519.017771,4026.8367819239998,2016
Sunshine Center for Seniors,Community centres,Toronto,57322.413856,2522.1862096639998,2016
Suydam Park,Other,Toronto,3654.161322,160.78309816799998,2016
Swansea Sewage Pumping Station,Sewage Pumping,Toronto,182274.806147,8020.091470467999,2016
Swansea Town Hall Comm Ctr,Community centres,Toronto,135392.206658,5957.257092952,2016
Sweeney Park,Other,Toronto,10408.948412,457.993730128,2016
Symington Park,Other,Toronto,3362.5825339999997,147.95363149599999,2016
Taddle Creek Park,Other,Toronto,2020.365999,88.896103956,2016
Talbot Park Clubhouse,Other,Toronto,17381.619998000002,764.791279912,2016
Tall Pines C.C,Community centres,Toronto,58377.745625999996,11769.543194213999,2016
Tam Heather C.C,Community centres,Toronto,889296.996037,39129.06782562799,2016
Tam O'shanter Golf Course,Other,Toronto,144591.227571,37986.23834048399,2016
TAVIS - OSSG,Police Station,Toronto,274738.405677,53699.005249247995,2016
Taylor Creek Park,Other,Toronto,34112.14279,1500.9342827599999,2016
Taylor Memorial,Public libraries,Toronto,49258.352426000005,25500.349104753994,2016
Ted Reeve Arena,Indoor sports arenas,Toronto,951137.507586,41850.050333784,2016
Temp - St Lawrence Market North,Cultural facilities,Toronto,132354.22451600002,55246.284059433994,2016
The Elms Pool and Community School,Indoor swimming pools,Toronto,425377.307231,155144.550266794,2016
The Mission Ground,Other,Toronto,2284.793568,100.530916992,2016
Thistletown C.C,Community centres,Toronto,376417.93998400006,138266.159947976,2016
Thomas Berry Childcare Centre,Other,Toronto,122672.379653,42017.635132462,2016
Thomas Riley Park,Other,Toronto,29660.267635,9992.696654719999,2016
Thomson Memorial Park,Other,Toronto,193668.724201,18859.136785484,2016
Thorncliffe,Public libraries,Toronto,211006.26883699998,14977.232812107997,2016
Thornhill Pumping Station,Water Pumping,Thornhill,345021.596548,15180.950248112,2016
Three Valley Park,Other,Toronto,9428.537315,414.85564185999993,2016
Time and Clock Monument,Cultural facilities,Toronto,18278.359544,804.2478199359999,2016
Todmorden Mills Butler Building,Indoor recreational facilities,Toronto,314018.538167,50182.385698168,2016
Topham Park,Other,Toronto,26467.693714,1164.578523416,2016
Topham Park Clubhouse,Indoor recreational facilities,Toronto,24238.030342000002,16091.246696198,2016
Toronto Centre for the Arts,Performing arts facilities,Toronto,1876432.038709,408691.732903196,2016
Toronto Island Filtration Plant,Other,Toronto,1663.048963,73.17415437199999,2016
Toronto Island Service Office,Administrative Offices,Toronto,85504.370673,17336.670377532,2016
Toronto Island Service Yard,Storage,Toronto,29903.415811,1315.7502956839999,2016
Toronto Island Street Lighting,Street lighting,Toronto,95087.95548399999,4183.870041296,2016
Toronto Reference Library,Public libraries,Toronto,8460722.129355,1119015.82944162,2016
Toronto Sculpture Garden,Other,Toronto,20070.344915,883.09517626,2016
Toronto Water Centre,Administrative Offices,Toronto,3363796.3593550003,572116.70160779,2016
Toryork Office,Police Station,Toronto,744115.638154,274228.409397866,2016
Totts Tot Lot,Other,Toronto,69.425,3.0546999999999995,2016
Tournament Park Tennis,Other,Toronto,10427.904611,458.827802884,2016
Trace Manes Clubhouse,Indoor recreational facilities,Toronto,92320.957675,40369.70607955999,2016
Traffic Control Signals,Other,Toronto,14022.583870999999,616.9936903239999,2016
Traffic Services and Garage,Police Station,Toronto,2779372.7422579997,902047.6164183819,2016
Train Storage Building,Storage,Toronto,188621.700033,78319.911348582,2016
Trinity Bellwoods Outdoor Rink,Other,Toronto,183796.39477200003,9488.0214904380009,2016
Trinity Bellwoods Park,Other,Toronto,58095.993579,12940.121921736,2016
Trinity Comm Rec Ctr,Indoor recreational facilities,Toronto,714065.441934,388935.34961490595,2016
Trinity Square Park,Other,Toronto,61368.49952600001,2700.213979144,2016
True Davidson Acres,Long-term care,Toronto,2528742.254522,767001.303259438,2016
Trumpeter Park,Other,Toronto,1424.7586489999999,62.68938055599999,2016
TW Various Locations,Other,Toronto,90363.051019,3975.9742448360003,2016
Ukranian Canadian Memorial Park,Other,Toronto,22156.936929000003,974.905224876,2016
Underpass Park,Other,Toronto,7176.736827999999,315.77642043199995,2016
Union Station,Other,Toronto,13180893.122257,3506489.046174124,2016
University Avenue Islands,Other,Toronto,16841.072652,741.0071966879999,2016
University Settlement House R.C,Indoor recreational facilities,Toronto,645557.970323,298289.575008502,2016
Unknown,Other,Toronto,289779.951705,12750.31787502,2016
Valleyfield Rink (outdoor),Other,Toronto,144194.780903,6344.570359732,2016
Various TPA Locations Etobicoke,Parking garages,Toronto,164470.951271,7236.721855923999,2016
Vermont Square Park,Other,Toronto,5255.736962999999,231.25242637199995,2016
Victoria Park Transfer Station,Other,Toronto,999482.192119,257718.93325184597,2016
Victoria Village,Public libraries,Toronto,65047.906963,19370.681180432,2016
Victoria Village Arena,Indoor sports arenas,Toronto,813845.899368,168857.506654182,2016
Viewmount Park Tennis,Other,Toronto,63399.106459999995,2789.56068424,2016
Vine Avenue Playground,Other,Toronto,5496.995534,241.86780349599996,2016
W Acres Senior Ctr,Indoor recreational facilities,Toronto,31637.169221,18833.264515534,2016
W.H. Johnston Pumping Station,Water Pumping,Toronto,2566319.880968,112918.07476259199,2016
Wadsworth Park,Other,Toronto,3628.801212,159.667253328,2016
Wallace-Emerson C.C,Indoor swimming pools,Toronto,1092260.9041940002,251261.46934363598,2016
Wanless Park,Other,Toronto,54812.266207999994,2666.889713152,2016
Warden Ave Storm PS,Other,Toronto,56376.386531,2480.5610073639996,2016
Warden Hilltop C.C.,Community centres,Toronto,438987.051935,60243.84211231,2016
Wards Island Buildings,Other,Toronto,15154.401322000002,10748.260140668,2016
Ward's Island Sewage Pumping Station,Sewage Pumping,Toronto,3045.7297519999997,134.012109088,2016
Warren Park Sewage Pumping Station,Sewage Pumping,Toronto,82367.910631,3624.188067764,2016
Water Revenue Office,Administrative Offices,Toronto,176071.52428800002,40616.16328486199,2016
Waterfront Neighbourhood Centre,Community centres,Toronto,1160776.679545,210689.09177497998,2016
Wedgewood Pool and Rink,Other,Toronto,175395.026831,37089.927445864,2016
Wellesley Jarvis Office,Administrative Offices,Toronto,1403434.041613,61751.097830971994,2016
Wellesley Park,Other,Toronto,12412.59902,546.1543568799999,2016
Wellesworth Park,Other,Toronto,565.492,24.881648,2016
Wellington Yard & Office,Storage,Toronto,95359.68988199999,4195.826354807999,2016
Wellington Yard & Storage,Storage,Toronto,33286.464348,9065.895471102,2016
Wesburn Manor,Long-term care,Toronto,2148181.300729,888420.5935158859,2016
West Deane Park,Other,Toronto,18676.8,821.7792,2016
West Deane Pool (outdoor),Other,Toronto,27185.429029000003,13365.479066666,2016
West Humber Parkland,Other,Toronto,21268.300633,935.8052278519999,2016
West Mall Rink and Pool,Other,Toronto,463264.48282399995,95590.304957566,2016
West Rouge C.C,Community centres,Toronto,214403.98824,61798.46909589,2016
West Rouge Sewage Pumping Station,Sewage Pumping,Toronto,305178.607097,13427.858712268,2016
West Scarborough N.C,Community centres,Toronto,301147.813542,234944.24841448799,2016
West Toronto Pumping Station,Water Pumping,Toronto,3936953.55,173225.9562,2016
Western Beaches Tunnel Storm Pumping Station,Sewage Pumping,Toronto,782179.4222579999,34415.894579351996,2016
Western District Office,Administrative Offices,Toronto,31740.148247,28015.636220158,2016
Western Services Yard,Storage,Toronto,34373.545541,25586.913350584,2016
Westgrove Pool (outdoor),Other,Toronto,183233.547712,25770.578147198,2016
Westmount Park,Other,Toronto,1559.4813570000001,68.617179708,2016
Westmount Pool (outdoor),Other,Toronto,0,6821.009999999999,2016
Weston,Public libraries,Toronto,151270.594267,26801.383074637997,2016
Weston Park,Other,Toronto,55143.486103999996,41046.573388576,2016
Westway Rink (outdoor),Other,Toronto,231847.273143,35634.533071122,2016
Westwood Park,Other,Toronto,4344.060782,191.13867440799996,2016
Wexford Park,Other,Toronto,1446.037092,63.625632048,2016
Whitlam Warehouse,Indoor recreational facilities,Toronto,53867.960053,85192.543263782,2016
Wigmore Park,Other,Toronto,15832.109735999999,696.6128283839998,2016
Wilket Creek Park,Other,Toronto,55369.241172,2436.246611568,2016
William Goodwin House,Cultural facilities,Toronto,30122.250621000003,12906.075155934002,2016
William H. Bolton Arena,Indoor sports arenas,Toronto,828017.229006,36432.758076264,2016
Willowdale Lawn Bowling,Indoor recreational facilities,Toronto,54068.11871,20027.17462324,2016
Willowdale Park Tennis,Other,Toronto,5839.354614,256.931603016,2016
Willowridge Childcare Centre,Other,Toronto,78243.3408,39909.522439140004,2016
Winchester Park North,Other,Toronto,2227.2126829999997,97.99735805199998,2016
Winter Maintenance Depot,Storage,Toronto,375562.86871,60007.16934635,2016
Wirral Crt Sewage Pumping Station,Sewage Pumping,Toronto,68939.327604,3033.3304145760003,2016
Wishing Well Park,Other,Toronto,48090.928941,2116.000873404,2016
Withrow Park,Other,Toronto,5784.896249,28029.461052556,2016
Withrow Park Ice Rink,Other,Toronto,303087.912258,13335.868139351998,2016
Woburn Ave Playground,Other,Toronto,1036.0090129999999,45.58439657199999,2016
Woburn Park,Other,Toronto,1145.626957,50.407586108,2016
Women's Residence,Social housing,Toronto,541084.986523,134618.233374332,2016
Woodbine Beach Park,Other,Toronto,27097.624963000002,1192.295498372,2016
Woodbine Childcare Centre,Other,Toronto,58960.968032,2614.345671058,2016
Woodbine Park,Other,Toronto,225306.972025,9913.506769099999,2016
Woodside Square,Public libraries,Toronto,150618.95927300001,33992.513115621994,2016
Woodview Park,Public libraries,Toronto,51085.234303000005,9152.560363502002,2016
Woodward & Highland,Other,Thornhill,4002.095489,176.092201516,2016
WPC Service Chambers,Other,Toronto,322560.973628,14192.682839632,2016
WS Service Chambers,Other,Toronto,177093.04674199998,7792.0940566479985,2016
Wychwood,Public libraries,Toronto,119391.5569,22890.66268433,2016
Yonge & Eglinton Water Mtr 31,Other,Toronto,3210.4065,141.25788599999998,2016
York Civic Center,Administrative Offices,Toronto,1367941.6997490001,268243.664436276,2016
York Mills Arena,Indoor sports arenas,Toronto,402749.487257,58347.327172018,2016
York Mills Valley Park,Other,Toronto,41551.634847,1828.2719332679999,2016
York Woods,Public libraries,Toronto,731771.899986,138100.770493674,2016
Yorkville,Public libraries,Toronto,199864.473871,49821.75814915399,2016
Zion Methodist Church,Cultural facilities,Toronto,15921.373854,13135.605145475998,2016
Zion School House,Cultural facilities,Toronto,16416.676019,8153.907592785999,2016
Zooview Park,Other,Toronto,2664.3838669999996,117.23289014799997,2016
NE District Office / Station #20,Ambulance Station,Toronto,290192.784478,76256.07299649199,2016
Allan A Lamport Stadium,Other,Toronto,764256.460645,427851.27071306005,2016
Wedgewood Pool and Rink,Other,Toronto,176410.330282,40116.610748978,2016
West Mall Rink and Pool,Other,Toronto,343172.711801,97944.09592089399,2016
Westmount Park and Pool,Other,Toronto,2090.916835,18846.470340739997,2016
2 Civic Centre Court,Administrative Offices,Etobicoke,1259536.6399680001,110158.92728725474,2017
51 Lisgar,Administrative Offices,Toronto,70947.464935,12281.709149760089,2017
Archives and Records Centre,Administrative Offices,Toronto,480158.208258,106455.79394391213,2017
Atlantic Ave Storage Bldg,Administrative Offices,Toronto,105617.72628799999,55051.00423079547,2017
Central Services Office,Administrative Offices,Toronto,181378.16795000003,46579.55285847573,2017
City Clerk's Office,Administrative Offices,North York,710224.493645,117405.54958015619,2017
City Hall,Administrative Offices,Toronto,13448190.390591,2693549.458276124,2017
Cliffcrest Employment Services,Administrative Offices,Scarborough,112550.609416,4051.8219389759997,2017
Consolidated Communication Ctr,Administrative Offices,North York,7361109.368871,751401.0354825227,2017
Crossways Employment Services,Administrative Offices,Toronto,852922.552577,116179.12593787197,2017
Dyas Road,Administrative Offices,North York,1655333.6667550001,259456.02106537996,2017
East Court & Municipal Services,Administrative Offices,Scarborough,1950837.440774,271332.6870956139,2017
East York Civic Centre,Administrative Offices,Toronto,1789712.880129,262756.47671044065,2017
Eastern District Office,Administrative Offices,Scarborough,96300.75090700001,64390.33928637378,2017
Election Services Building,Administrative Offices,East York,257136.326745,145822.76769827545,2017
Etobicoke Civic Centre,Administrative Offices,Etobicoke,2723553.0578070004,453953.3364528338,2017
Etobicoke North Office,Administrative Offices,Etobicoke,478213.007582,101558.5365405138,2017
Etobicoke South Office,Administrative Offices,Etobicoke,455275.527357,72515.096474727,2017
Fire Services - East Command Offices,Administrative Offices,East York,137418.228668,47031.61413788442,2017
Forestry W District Office,Administrative Offices,Toronto,86176.777138,45145.54382876229,2017
Former Hydro Building,Administrative Offices,Toronto,433208.672966,25276.276401225026,2017
Golden Mile Employment & Social Services,Administrative Offices,Scarborough,499083.80422600004,128116.75160660461,2017
Health Office,Administrative Offices,Toronto,12945.063125,2489.6467107182402,2017
Metro Hall,Administrative Offices,Toronto,8690881.448355,1879927.9247333752,2017
North District Office,Administrative Offices,Toronto,437159.11829199997,91476.22547073074,2017
North York Central Office,Administrative Offices,North York,434366.582728,53310.52824934356,2017
North York Civic Centre,Administrative Offices,North York,5708637.585484001,1006008.4800488607,2017
Old City Hall,Administrative Offices,Toronto,2695471.4435159997,1404775.2665840092,2017
Pape Avenue Multiuse Building,Administrative Offices,Toronto,85638.05483899999,47215.78641535537,2017
Property Dept Workshop,Administrative Offices,Toronto,119614.56185,206797.1664611538,2017
Property Maintenance Office,Administrative Offices,Toronto,127005.60224099999,56765.928403755635,2017
Public Health Building,Administrative Offices,Toronto,72104.03425,22820.31058131993,2017
Public Health HQ,Administrative Offices,Toronto,1889680.717165,127582.17545947034,2017
Queen Street Office,Administrative Offices,Toronto,312114.85057300003,82292.24250529966,2017
Rexdale Community Hub,Administrative Offices,Etobicoke,1123136.117935,221140.97153726214,2017
Scarborough Civic Centre,Administrative Offices,Scarborough,6230563.653322,669380.7757902921,2017
Scarborough West Office,Administrative Offices,Scarborough,476648.435573,92831.36463984217,2017
St Lawrence Hall,Administrative Offices,Toronto,987151.378646,118777.47196500166,2017
Toronto Island Service Office,Administrative Offices,Toronto,100143.033517,20962.24752616143,2017
Toronto Water Centre,Administrative Offices,Scarborough,3126117.365032,385721.67773935176,2017
Water Revenue Office,Administrative Offices,Toronto,180400.162163,42585.12660663807,2017
Wellesley Jarvis Office,Administrative Offices,Toronto,1259737.918774,45350.56507586399,2017
Western District Office,Administrative Offices,Etobicoke,28793.696560999997,27933.48961129305,2017
York Civic Center,Administrative Offices,Toronto,1241941.161548,232169.50252218248,2017
Ambulance Headquarters,Ambulance Station,North York,3586967.4110640003,635149.5665983515,2017
EMS Workshop West,Ambulance Station,Toronto,14583.570083,13697.663070484083,2017
Multi-Function Station #1,Ambulance Station,North York,127576.968774,24671.83959778101,2017
NE District Office / Station #20,Ambulance Station,Scarborough,293727.811835,59230.02641370201,2017
